logg,Teff,Z,xi,a,b,Filt,Met,Mod
 4.00,  8000, 0.0, 2.0, 0.2576, 0.3108,Kp,L,A
 4.50,  8000, 0.0, 2.0, 0.2068, 0.3437,Kp,L,A
 5.00,  8000, 0.0, 2.0, 0.1958, 0.3498,Kp,L,A
 3.50,  8250, 0.0, 2.0, 0.2791, 0.2846,Kp,L,A
 4.00,  8250, 0.0, 2.0, 0.2722, 0.2919,Kp,L,A
 4.50,  8250, 0.0, 2.0, 0.2258, 0.3273,Kp,L,A
 5.00,  8250, 0.0, 2.0, 0.1837, 0.3514,Kp,L,A
 3.50,  8500, 0.0, 2.0, 0.2585, 0.2891,Kp,L,A
 4.00,  8500, 0.0, 2.0, 0.2626, 0.2859,Kp,L,A
 4.50,  8500, 0.0, 2.0, 0.2450, 0.3038,Kp,L,A
 5.00,  8500, 0.0, 2.0, 0.1971, 0.3408,Kp,L,A
 3.50,  8750, 0.0, 2.0, 0.2434, 0.2898,Kp,L,A
 4.00,  8750, 0.0, 2.0, 0.2453, 0.2878,Kp,L,A
 4.50,  8750, 0.0, 2.0, 0.2478, 0.2868,Kp,L,A
 5.00,  8750, 0.0, 2.0, 0.2168, 0.3175,Kp,L,A
 3.50,  9000, 0.0, 2.0, 0.2307, 0.2911,Kp,L,A
 4.00,  9000, 0.0, 2.0, 0.2313, 0.2888,Kp,L,A
 4.50,  9000, 0.0, 2.0, 0.2345, 0.2859,Kp,L,A
 5.00,  9000, 0.0, 2.0, 0.2413, 0.2806,Kp,L,A
 3.50,  9250, 0.0, 2.0, 0.2211, 0.2919,Kp,L,A
 4.00,  9250, 0.0, 2.0, 0.2197, 0.2900,Kp,L,A
 4.50,  9250, 0.0, 2.0, 0.2214, 0.2871,Kp,L,A
 5.00,  9250, 0.0, 2.0, 0.2256, 0.2833,Kp,L,A
 3.50,  9500, 0.0, 2.0, 0.2127, 0.2930,Kp,L,A
 4.00,  9500, 0.0, 2.0, 0.2107, 0.2907,Kp,L,A
 4.50,  9500, 0.0, 2.0, 0.2110, 0.2880,Kp,L,A
 5.00,  9500, 0.0, 2.0, 0.2134, 0.2848,Kp,L,A
 3.50,  9750, 0.0, 2.0, 0.2054, 0.2936,Kp,L,A
 4.00,  9750, 0.0, 2.0, 0.2028, 0.2912,Kp,L,A
 4.50,  9750, 0.0, 2.0, 0.2023, 0.2888,Kp,L,A
 5.00,  9750, 0.0, 2.0, 0.2036, 0.2859,Kp,L,A
 3.50, 10000, 0.0, 2.0, 0.1984, 0.2943,Kp,L,A
 4.00, 10000, 0.0, 2.0, 0.1966, 0.2908,Kp,L,A
 4.50, 10000, 0.0, 2.0, 0.1951, 0.2890,Kp,L,A
 5.00, 10000, 0.0, 2.0, 0.1951, 0.2869,Kp,L,A
 3.50,  3500, 0.1, 2.0, 0.7237, 0.0428,Kp,L,A
 4.00,  3500, 0.1, 2.0, 0.5643, 0.1913,Kp,L,A
 4.50,  3500, 0.1, 2.0, 0.4523, 0.2890,Kp,L,A
 5.00,  3500, 0.1, 2.0, 0.3866, 0.3411,Kp,L,A
 3.50,  3750, 0.1, 2.0, 0.8289,-0.0583,Kp,L,A
 4.00,  3750, 0.1, 2.0, 0.6754, 0.0816,Kp,L,A
 4.50,  3750, 0.1, 2.0, 0.4768, 0.2575,Kp,L,A
 5.00,  3750, 0.1, 2.0, 0.3543, 0.3571,Kp,L,A
 3.50,  4000, 0.1, 2.0, 0.8109,-0.0319,Kp,L,A
 4.00,  4000, 0.1, 2.0, 0.7675, 0.0010,Kp,L,A
 4.50,  4000, 0.1, 2.0, 0.6041, 0.1433,Kp,L,A
 5.00,  4000, 0.1, 2.0, 0.4110, 0.3041,Kp,L,A
 3.50,  4250, 0.1, 2.0, 0.7436, 0.0290,Kp,L,A
 4.00,  4250, 0.1, 2.0, 0.7422, 0.0258,Kp,L,A
 4.50,  4250, 0.1, 2.0, 0.7032, 0.0563,Kp,L,A
 5.00,  4250, 0.1, 2.0, 0.5595, 0.1773,Kp,L,A
 3.50,  4500, 0.1, 2.0, 0.6855, 0.0711,Kp,L,A
 4.00,  4500, 0.1, 2.0, 0.6869, 0.0669,Kp,L,A
 4.50,  4500, 0.1, 2.0, 0.6854, 0.0656,Kp,L,A
 5.00,  4500, 0.1, 2.0, 0.6549, 0.0906,Kp,L,A
 3.50,  4750, 0.1, 2.0, 0.6262, 0.1155,Kp,L,A
 4.00,  4750, 0.1, 2.0, 0.6303, 0.1094,Kp,L,A
 4.50,  4750, 0.1, 2.0, 0.6323, 0.1054,Kp,L,A
 5.00,  4750, 0.1, 2.0, 0.6321, 0.1038,Kp,L,A
 3.50,  5000, 0.1, 2.0, 0.5645, 0.1611,Kp,L,A
 4.00,  5000, 0.1, 2.0, 0.5695, 0.1555,Kp,L,A
 4.50,  5000, 0.1, 2.0, 0.5746, 0.1496,Kp,L,A
 5.00,  5000, 0.1, 2.0, 0.5770, 0.1463,Kp,L,A
 3.50,  5250, 0.1, 2.0, 0.5029, 0.2038,Kp,L,A
 4.00,  5250, 0.1, 2.0, 0.5102, 0.1973,Kp,L,A
 4.50,  5250, 0.1, 2.0, 0.5167, 0.1914,Kp,L,A
 5.00,  5250, 0.1, 2.0, 0.5185, 0.1899,Kp,L,A
 3.50,  5500, 0.1, 2.0, 0.4458, 0.2409,Kp,L,A
 4.00,  5500, 0.1, 2.0, 0.4554, 0.2329,Kp,L,A
 4.50,  5500, 0.1, 2.0, 0.4603, 0.2291,Kp,L,A
 5.00,  5500, 0.1, 2.0, 0.4634, 0.2274,Kp,L,A
 3.50,  5750, 0.1, 2.0, 0.3963, 0.2701,Kp,L,A
 4.00,  5750, 0.1, 2.0, 0.4046, 0.2638,Kp,L,A
 4.50,  5750, 0.1, 2.0, 0.4096, 0.2602,Kp,L,A
 5.00,  5750, 0.1, 2.0, 0.4129, 0.2586,Kp,L,A
 3.50,  6000, 0.1, 2.0, 0.3530, 0.2928,Kp,L,A
 4.00,  6000, 0.1, 2.0, 0.3589, 0.2891,Kp,L,A
 4.50,  6000, 0.1, 2.0, 0.3661, 0.2844,Kp,L,A
 5.00,  6000, 0.1, 2.0, 0.3684, 0.2834,Kp,L,A
 3.50,  6250, 0.1, 2.0, 0.3186, 0.3081,Kp,L,A
 4.00,  6250, 0.1, 2.0, 0.3236, 0.3052,Kp,L,A
 4.50,  6250, 0.1, 2.0, 0.3288, 0.3024,Kp,L,A
 5.00,  6250, 0.1, 2.0, 0.3300, 0.3023,Kp,L,A
 3.50,  6500, 0.1, 2.0, 0.2915, 0.3189,Kp,L,A
 4.00,  6500, 0.1, 2.0, 0.2958, 0.3168,Kp,L,A
 4.50,  6500, 0.1, 2.0, 0.2998, 0.3138,Kp,L,A
 5.00,  6500, 0.1, 2.0, 0.2999, 0.3141,Kp,L,A
 3.50,  6750, 0.1, 2.0, 0.2669, 0.3336,Kp,L,A
 4.00,  6750, 0.1, 2.0, 0.2724, 0.3297,Kp,L,A
 4.50,  6750, 0.1, 2.0, 0.2758, 0.3272,Kp,L,A
 5.00,  6750, 0.1, 2.0, 0.2770, 0.3263,Kp,L,A
 3.50,  7000, 0.1, 2.0, 0.2477, 0.3408,Kp,L,A
 4.00,  7000, 0.1, 2.0, 0.2510, 0.3384,Kp,L,A
 4.50,  7000, 0.1, 2.0, 0.2550, 0.3343,Kp,L,A
 5.00,  7000, 0.1, 2.0, 0.2564, 0.3329,Kp,L,A
 3.50,  7250, 0.1, 2.0, 0.2470, 0.3276,Kp,L,A
 4.00,  7250, 0.1, 2.0, 0.2361, 0.3407,Kp,L,A
 4.50,  7250, 0.1, 2.0, 0.2372, 0.3375,Kp,L,A
 5.00,  7250, 0.1, 2.0, 0.2405, 0.3338,Kp,L,A
 3.50,  7500, 0.1, 2.0, 0.2754, 0.3044,Kp,L,A
 4.00,  7500, 0.1, 2.0, 0.2190, 0.3423,Kp,L,A
 4.50,  7500, 0.1, 2.0, 0.2210, 0.3445,Kp,L,A
 5.00,  7500, 0.1, 2.0, 0.2234, 0.3407,Kp,L,A
 3.50,  7750, 0.1, 2.0, 0.2888, 0.2973,Kp,L,A
 4.00,  7750, 0.1, 2.0, 0.2374, 0.3299,Kp,L,A
 4.50,  7750, 0.1, 2.0, 0.2034, 0.3496,Kp,L,A
 5.00,  7750, 0.1, 2.0, 0.2091, 0.3467,Kp,L,A
 3.50,  8000, 0.1, 2.0, 0.2959, 0.2843,Kp,L,A
 4.00,  8000, 0.1, 2.0, 0.2575, 0.3133,Kp,L,A
 4.50,  8000, 0.1, 2.0, 0.2082, 0.3466,Kp,L,A
 5.00,  8000, 0.1, 2.0, 0.1939, 0.3523,Kp,L,A
 3.50,  8250, 0.1, 2.0, 0.2765, 0.2885,Kp,L,A
 4.00,  8250, 0.1, 2.0, 0.2714, 0.2942,Kp,L,A
 4.50,  8250, 0.1, 2.0, 0.2253, 0.3295,Kp,L,A
 5.00,  8250, 0.1, 2.0, 0.1863, 0.3528,Kp,L,A
 3.50,  8500, 0.1, 2.0, 0.2562, 0.2924,Kp,L,A
 4.00,  8500, 0.1, 2.0, 0.2598, 0.2899,Kp,L,A
 4.50,  8500, 0.1, 2.0, 0.2443, 0.3061,Kp,L,A
 5.00,  8500, 0.1, 2.0, 0.1972, 0.3428,Kp,L,A
 3.50,  8750, 0.1, 2.0, 0.2415, 0.2923,Kp,L,A
 4.00,  8750, 0.1, 2.0, 0.2434, 0.2905,Kp,L,A
 4.50,  8750, 0.1, 2.0, 0.2449, 0.2907,Kp,L,A
 5.00,  8750, 0.1, 2.0, 0.2165, 0.3193,Kp,L,A
 3.50,  9000, 0.1, 2.0, 0.2294, 0.2927,Kp,L,A
 4.00,  9000, 0.1, 2.0, 0.2291, 0.2912,Kp,L,A
 4.50,  9000, 0.1, 2.0, 0.2324, 0.2885,Kp,L,A
 5.00,  9000, 0.1, 2.0, 0.2380, 0.2847,Kp,L,A
 3.50,  9250, 0.1, 2.0, 0.2206, 0.2926,Kp,L,A
 4.00,  9250, 0.1, 2.0, 0.2186, 0.2912,Kp,L,A
 4.50,  9250, 0.1, 2.0, 0.2191, 0.2895,Kp,L,A
 5.00,  9250, 0.1, 2.0, 0.2230, 0.2862,Kp,L,A
 3.50,  9500, 0.1, 2.0, 0.2127, 0.2934,Kp,L,A
 4.00,  9500, 0.1, 2.0, 0.2099, 0.2915,Kp,L,A
 4.50,  9500, 0.1, 2.0, 0.2094, 0.2894,Kp,L,A
 5.00,  9500, 0.1, 2.0, 0.2112, 0.2868,Kp,L,A
 3.50,  9750, 0.1, 2.0, 0.2054, 0.2943,Kp,L,A
 4.00,  9750, 0.1, 2.0, 0.2025, 0.2918,Kp,L,A
 4.50,  9750, 0.1, 2.0, 0.2011, 0.2899,Kp,L,A
 5.00,  9750, 0.1, 2.0, 0.2015, 0.2876,Kp,L,A
 3.50, 10000, 0.1, 2.0, 0.1987, 0.2950,Kp,L,A
 4.00, 10000, 0.1, 2.0, 0.1963, 0.2917,Kp,L,A
 4.50, 10000, 0.1, 2.0, 0.1944, 0.2897,Kp,L,A
 5.00, 10000, 0.1, 2.0, 0.1936, 0.2880,Kp,L,A
 3.50,  3500, 0.2, 2.0, 0.7601, 0.0070,Kp,L,A
 4.00,  3500, 0.2, 2.0, 0.6110, 0.1484,Kp,L,A
 4.50,  3500, 0.2, 2.0, 0.4772, 0.2662,Kp,L,A
 5.00,  3500, 0.2, 2.0, 0.4047, 0.3258,Kp,L,A
 3.50,  3750, 0.2, 2.0, 0.8392,-0.0690,Kp,L,A
 4.00,  3750, 0.2, 2.0, 0.7241, 0.0353,Kp,L,A
 4.50,  3750, 0.2, 2.0, 0.5308, 0.2107,Kp,L,A
 5.00,  3750, 0.2, 2.0, 0.3864, 0.3282,Kp,L,A
 3.50,  4000, 0.2, 2.0, 0.8168,-0.0374,Kp,L,A
 4.00,  4000, 0.2, 2.0, 0.7858,-0.0163,Kp,L,A
 4.50,  4000, 0.2, 2.0, 0.6504, 0.1023,Kp,L,A
 5.00,  4000, 0.2, 2.0, 0.4548, 0.2683,Kp,L,A
 3.50,  4250, 0.2, 2.0, 0.7487, 0.0267,Kp,L,A
 4.00,  4250, 0.2, 2.0, 0.7482, 0.0219,Kp,L,A
 4.50,  4250, 0.2, 2.0, 0.7181, 0.0443,Kp,L,A
 5.00,  4250, 0.2, 2.0, 0.5910, 0.1523,Kp,L,A
 3.50,  4500, 0.2, 2.0, 0.6901, 0.0696,Kp,L,A
 4.00,  4500, 0.2, 2.0, 0.6915, 0.0653,Kp,L,A
 4.50,  4500, 0.2, 2.0, 0.6908, 0.0628,Kp,L,A
 5.00,  4500, 0.2, 2.0, 0.6643, 0.0848,Kp,L,A
 3.50,  4750, 0.2, 2.0, 0.6323, 0.1124,Kp,L,A
 4.00,  4750, 0.2, 2.0, 0.6365, 0.1061,Kp,L,A
 4.50,  4750, 0.2, 2.0, 0.6385, 0.1017,Kp,L,A
 5.00,  4750, 0.2, 2.0, 0.6388, 0.0994,Kp,L,A
 3.50,  5000, 0.2, 2.0, 0.5703, 0.1585,Kp,L,A
 4.00,  5000, 0.2, 2.0, 0.5775, 0.1507,Kp,L,A
 4.50,  5000, 0.2, 2.0, 0.5820, 0.1451,Kp,L,A
 5.00,  5000, 0.2, 2.0, 0.5850, 0.1409,Kp,L,A
 3.50,  5250, 0.2, 2.0, 0.5114, 0.1993,Kp,L,A
 4.00,  5250, 0.2, 2.0, 0.5191, 0.1923,Kp,L,A
 4.50,  5250, 0.2, 2.0, 0.5256, 0.1860,Kp,L,A
 5.00,  5250, 0.2, 2.0, 0.5279, 0.1838,Kp,L,A
 3.50,  5500, 0.2, 2.0, 0.4547, 0.2367,Kp,L,A
 4.00,  5500, 0.2, 2.0, 0.4641, 0.2286,Kp,L,A
 4.50,  5500, 0.2, 2.0, 0.4695, 0.2240,Kp,L,A
 5.00,  5500, 0.2, 2.0, 0.4734, 0.2214,Kp,L,A
 3.50,  5750, 0.2, 2.0, 0.4033, 0.2680,Kp,L,A
 4.00,  5750, 0.2, 2.0, 0.4133, 0.2600,Kp,L,A
 4.50,  5750, 0.2, 2.0, 0.4191, 0.2555,Kp,L,A
 5.00,  5750, 0.2, 2.0, 0.4224, 0.2537,Kp,L,A
 3.50,  6000, 0.2, 2.0, 0.3586, 0.2925,Kp,L,A
 4.00,  6000, 0.2, 2.0, 0.3671, 0.2865,Kp,L,A
 4.50,  6000, 0.2, 2.0, 0.3729, 0.2826,Kp,L,A
 5.00,  6000, 0.2, 2.0, 0.3773, 0.2798,Kp,L,A
 3.50,  6250, 0.2, 2.0, 0.3218, 0.3096,Kp,L,A
 4.00,  6250, 0.2, 2.0, 0.3279, 0.3061,Kp,L,A
 4.50,  6250, 0.2, 2.0, 0.3344, 0.3022,Kp,L,A
 5.00,  6250, 0.2, 2.0, 0.3372, 0.3006,Kp,L,A
 3.50,  6500, 0.2, 2.0, 0.2926, 0.3220,Kp,L,A
 4.00,  6500, 0.2, 2.0, 0.2981, 0.3189,Kp,L,A
 4.50,  6500, 0.2, 2.0, 0.3031, 0.3155,Kp,L,A
 5.00,  6500, 0.2, 2.0, 0.3045, 0.3148,Kp,L,A
 3.50,  6750, 0.2, 2.0, 0.2676, 0.3326,Kp,L,A
 4.00,  6750, 0.2, 2.0, 0.2731, 0.3288,Kp,L,A
 4.50,  6750, 0.2, 2.0, 0.2769, 0.3258,Kp,L,A
 5.00,  6750, 0.2, 2.0, 0.2784, 0.3246,Kp,L,A
 3.50,  7000, 0.2, 2.0, 0.2489, 0.3395,Kp,L,A
 4.00,  7000, 0.2, 2.0, 0.2520, 0.3372,Kp,L,A
 4.50,  7000, 0.2, 2.0, 0.2557, 0.3332,Kp,L,A
 5.00,  7000, 0.2, 2.0, 0.2576, 0.3313,Kp,L,A
 3.50,  7250, 0.2, 2.0, 0.2502, 0.3238,Kp,L,A
 4.00,  7250, 0.2, 2.0, 0.2349, 0.3439,Kp,L,A
 4.50,  7250, 0.2, 2.0, 0.2361, 0.3410,Kp,L,A
 5.00,  7250, 0.2, 2.0, 0.2394, 0.3376,Kp,L,A
 3.50,  7500, 0.2, 2.0, 0.2756, 0.3068,Kp,L,A
 4.00,  7500, 0.2, 2.0, 0.2187, 0.3440,Kp,L,A
 4.50,  7500, 0.2, 2.0, 0.2194, 0.3478,Kp,L,A
 5.00,  7500, 0.2, 2.0, 0.2216, 0.3444,Kp,L,A
 3.50,  7750, 0.2, 2.0, 0.2889, 0.2989,Kp,L,A
 4.00,  7750, 0.2, 2.0, 0.2377, 0.3316,Kp,L,A
 4.50,  7750, 0.2, 2.0, 0.2043, 0.3517,Kp,L,A
 5.00,  7750, 0.2, 2.0, 0.2069, 0.3503,Kp,L,A
 3.50,  8000, 0.2, 2.0, 0.2948, 0.2865,Kp,L,A
 4.00,  8000, 0.2, 2.0, 0.2568, 0.3162,Kp,L,A
 4.50,  8000, 0.2, 2.0, 0.2077, 0.3477,Kp,L,A
 5.00,  8000, 0.2, 2.0, 0.1895, 0.3560,Kp,L,A
 3.50,  8250, 0.2, 2.0, 0.2743, 0.2919,Kp,L,A
 4.00,  8250, 0.2, 2.0, 0.2708, 0.2961,Kp,L,A
 4.50,  8250, 0.2, 2.0, 0.2256, 0.3309,Kp,L,A
 5.00,  8250, 0.2, 2.0, 0.1876, 0.3560,Kp,L,A
 3.50,  8500, 0.2, 2.0, 0.2543, 0.2955,Kp,L,A
 4.00,  8500, 0.2, 2.0, 0.2576, 0.2935,Kp,L,A
 4.50,  8500, 0.2, 2.0, 0.2444, 0.3073,Kp,L,A
 5.00,  8500, 0.2, 2.0, 0.1955, 0.3450,Kp,L,A
 3.50,  8750, 0.2, 2.0, 0.2401, 0.2945,Kp,L,A
 4.00,  8750, 0.2, 2.0, 0.2413, 0.2936,Kp,L,A
 4.50,  8750, 0.2, 2.0, 0.2423, 0.2944,Kp,L,A
 5.00,  8750, 0.2, 2.0, 0.2166, 0.3207,Kp,L,A
 3.50,  9000, 0.2, 2.0, 0.2286, 0.2939,Kp,L,A
 4.00,  9000, 0.2, 2.0, 0.2283, 0.2926,Kp,L,A
 4.50,  9000, 0.2, 2.0, 0.2303, 0.2913,Kp,L,A
 5.00,  9000, 0.2, 2.0, 0.2349, 0.2887,Kp,L,A
 3.50,  9250, 0.2, 2.0, 0.2201, 0.2935,Kp,L,A
 4.00,  9250, 0.2, 2.0, 0.2174, 0.2926,Kp,L,A
 4.50,  9250, 0.2, 2.0, 0.2179, 0.2909,Kp,L,A
 5.00,  9250, 0.2, 2.0, 0.2205, 0.2891,Kp,L,A
 3.50,  9500, 0.2, 2.0, 0.2127, 0.2939,Kp,L,A
 4.00,  9500, 0.2, 2.0, 0.2093, 0.2922,Kp,L,A
 4.50,  9500, 0.2, 2.0, 0.2081, 0.2907,Kp,L,A
 5.00,  9500, 0.2, 2.0, 0.2098, 0.2883,Kp,L,A
 3.50,  9750, 0.2, 2.0, 0.2056, 0.2948,Kp,L,A
 4.00,  9750, 0.2, 2.0, 0.2024, 0.2923,Kp,L,A
 4.50,  9750, 0.2, 2.0, 0.2003, 0.2906,Kp,L,A
 5.00,  9750, 0.2, 2.0, 0.2002, 0.2886,Kp,L,A
 3.50, 10000, 0.2, 2.0, 0.1994, 0.2953,Kp,L,A
 4.00, 10000, 0.2, 2.0, 0.1963, 0.2923,Kp,L,A
 4.50, 10000, 0.2, 2.0, 0.1939, 0.2903,Kp,L,A
 5.00, 10000, 0.2, 2.0, 0.1927, 0.2887,Kp,L,A
 3.50,  3500, 0.3, 2.0, 0.7755,-0.0094,Kp,L,A
 4.00,  3500, 0.3, 2.0, 0.6375, 0.1219,Kp,L,A
 4.50,  3500, 0.3, 2.0, 0.5050, 0.2417,Kp,L,A
 5.00,  3500, 0.3, 2.0, 0.4230, 0.3107,Kp,L,A
 3.50,  3750, 0.3, 2.0, 0.8431,-0.0736,Kp,L,A
 4.00,  3750, 0.3, 2.0, 0.7613,-0.0007,Kp,L,A
 4.50,  3750, 0.3, 2.0, 0.5825, 0.1630,Kp,L,A
 5.00,  3750, 0.3, 2.0, 0.4262, 0.2964,Kp,L,A
 3.50,  4000, 0.3, 2.0, 0.8221,-0.0426,Kp,L,A
 4.00,  4000, 0.3, 2.0, 0.7982,-0.0285,Kp,L,A
 4.50,  4000, 0.3, 2.0, 0.6858, 0.0690,Kp,L,A
 5.00,  4000, 0.3, 2.0, 0.5032, 0.2274,Kp,L,A
 3.50,  4250, 0.3, 2.0, 0.7536, 0.0244,Kp,L,A
 4.00,  4250, 0.3, 2.0, 0.7544, 0.0177,Kp,L,A
 4.50,  4250, 0.3, 2.0, 0.7306, 0.0338,Kp,L,A
 5.00,  4250, 0.3, 2.0, 0.6218, 0.1267,Kp,L,A
 3.50,  4500, 0.3, 2.0, 0.6946, 0.0683,Kp,L,A
 4.00,  4500, 0.3, 2.0, 0.6962, 0.0636,Kp,L,A
 4.50,  4500, 0.3, 2.0, 0.6960, 0.0604,Kp,L,A
 5.00,  4500, 0.3, 2.0, 0.6731, 0.0783,Kp,L,A
 3.50,  4750, 0.3, 2.0, 0.6377, 0.1101,Kp,L,A
 4.00,  4750, 0.3, 2.0, 0.6421, 0.1033,Kp,L,A
 4.50,  4750, 0.3, 2.0, 0.6441, 0.0989,Kp,L,A
 5.00,  4750, 0.3, 2.0, 0.6447, 0.0960,Kp,L,A
 3.50,  5000, 0.3, 2.0, 0.5780, 0.1544,Kp,L,A
 4.00,  5000, 0.3, 2.0, 0.5849, 0.1466,Kp,L,A
 4.50,  5000, 0.3, 2.0, 0.5896, 0.1405,Kp,L,A
 5.00,  5000, 0.3, 2.0, 0.5921, 0.1364,Kp,L,A
 3.50,  5250, 0.3, 2.0, 0.5198, 0.1952,Kp,L,A
 4.00,  5250, 0.3, 2.0, 0.5277, 0.1875,Kp,L,A
 4.50,  5250, 0.3, 2.0, 0.5324, 0.1828,Kp,L,A
 5.00,  5250, 0.3, 2.0, 0.5370, 0.1780,Kp,L,A
 3.50,  5500, 0.3, 2.0, 0.4637, 0.2326,Kp,L,A
 4.00,  5500, 0.3, 2.0, 0.4725, 0.2245,Kp,L,A
 4.50,  5500, 0.3, 2.0, 0.4785, 0.2193,Kp,L,A
 5.00,  5500, 0.3, 2.0, 0.4823, 0.2165,Kp,L,A
 3.50,  5750, 0.3, 2.0, 0.4109, 0.2657,Kp,L,A
 4.00,  5750, 0.3, 2.0, 0.4213, 0.2570,Kp,L,A
 4.50,  5750, 0.3, 2.0, 0.4282, 0.2514,Kp,L,A
 5.00,  5750, 0.3, 2.0, 0.4321, 0.2487,Kp,L,A
 3.50,  6000, 0.3, 2.0, 0.3647, 0.2918,Kp,L,A
 4.00,  6000, 0.3, 2.0, 0.3747, 0.2845,Kp,L,A
 4.50,  6000, 0.3, 2.0, 0.3810, 0.2799,Kp,L,A
 5.00,  6000, 0.3, 2.0, 0.3866, 0.2758,Kp,L,A
 3.50,  6250, 0.3, 2.0, 0.3255, 0.3111,Kp,L,A
 4.00,  6250, 0.3, 2.0, 0.3325, 0.3070,Kp,L,A
 4.50,  6250, 0.3, 2.0, 0.3403, 0.3016,Kp,L,A
 5.00,  6250, 0.3, 2.0, 0.3447, 0.2987,Kp,L,A
 3.50,  6500, 0.3, 2.0, 0.2934, 0.3247,Kp,L,A
 4.00,  6500, 0.3, 2.0, 0.2990, 0.3218,Kp,L,A
 4.50,  6500, 0.3, 2.0, 0.3067, 0.3171,Kp,L,A
 5.00,  6500, 0.3, 2.0, 0.3083, 0.3164,Kp,L,A
 3.50,  6750, 0.3, 2.0, 0.2673, 0.3360,Kp,L,A
 4.00,  6750, 0.3, 2.0, 0.2733, 0.3325,Kp,L,A
 4.50,  6750, 0.3, 2.0, 0.2782, 0.3287,Kp,L,A
 5.00,  6750, 0.3, 2.0, 0.2807, 0.3269,Kp,L,A
 3.50,  7000, 0.3, 2.0, 0.2476, 0.3421,Kp,L,A
 4.00,  7000, 0.3, 2.0, 0.2511, 0.3409,Kp,L,A
 4.50,  7000, 0.3, 2.0, 0.2554, 0.3369,Kp,L,A
 5.00,  7000, 0.3, 2.0, 0.2577, 0.3352,Kp,L,A
 3.50,  7250, 0.3, 2.0, 0.2525, 0.3229,Kp,L,A
 4.00,  7250, 0.3, 2.0, 0.2332, 0.3474,Kp,L,A
 4.50,  7250, 0.3, 2.0, 0.2351, 0.3446,Kp,L,A
 5.00,  7250, 0.3, 2.0, 0.2383, 0.3415,Kp,L,A
 3.50,  7500, 0.3, 2.0, 0.2743, 0.3114,Kp,L,A
 4.00,  7500, 0.3, 2.0, 0.2228, 0.3485,Kp,L,A
 4.50,  7500, 0.3, 2.0, 0.2182, 0.3513,Kp,L,A
 5.00,  7500, 0.3, 2.0, 0.2201, 0.3482,Kp,L,A
 3.50,  7750, 0.3, 2.0, 0.2894, 0.3005,Kp,L,A
 4.00,  7750, 0.3, 2.0, 0.2392, 0.3311,Kp,L,A
 4.50,  7750, 0.3, 2.0, 0.2061, 0.3552,Kp,L,A
 5.00,  7750, 0.3, 2.0, 0.2048, 0.3541,Kp,L,A
 3.50,  8000, 0.3, 2.0, 0.2934, 0.2892,Kp,L,A
 4.00,  8000, 0.3, 2.0, 0.2571, 0.3178,Kp,L,A
 4.50,  8000, 0.3, 2.0, 0.2072, 0.3486,Kp,L,A
 5.00,  8000, 0.3, 2.0, 0.1863, 0.3593,Kp,L,A
 3.50,  8250, 0.3, 2.0, 0.2725, 0.2950,Kp,L,A
 4.00,  8250, 0.3, 2.0, 0.2690, 0.2992,Kp,L,A
 4.50,  8250, 0.3, 2.0, 0.2263, 0.3321,Kp,L,A
 5.00,  8250, 0.3, 2.0, 0.1859, 0.3593,Kp,L,A
 3.50,  8500, 0.3, 2.0, 0.2521, 0.2989,Kp,L,A
 4.00,  8500, 0.3, 2.0, 0.2557, 0.2967,Kp,L,A
 4.50,  8500, 0.3, 2.0, 0.2438, 0.3095,Kp,L,A
 5.00,  8500, 0.3, 2.0, 0.1951, 0.3470,Kp,L,A
 3.50,  8750, 0.3, 2.0, 0.2387, 0.2969,Kp,L,A
 4.00,  8750, 0.3, 2.0, 0.2387, 0.2973,Kp,L,A
 4.50,  8750, 0.3, 2.0, 0.2400, 0.2979,Kp,L,A
 5.00,  8750, 0.3, 2.0, 0.2163, 0.3224,Kp,L,A
 3.50,  9000, 0.3, 2.0, 0.2282, 0.2949,Kp,L,A
 4.00,  9000, 0.3, 2.0, 0.2268, 0.2949,Kp,L,A
 4.50,  9000, 0.3, 2.0, 0.2276, 0.2949,Kp,L,A
 5.00,  9000, 0.3, 2.0, 0.2318, 0.2930,Kp,L,A
 3.50,  9250, 0.3, 2.0, 0.2199, 0.2942,Kp,L,A
 4.00,  9250, 0.3, 2.0, 0.2166, 0.2937,Kp,L,A
 4.50,  9250, 0.3, 2.0, 0.2160, 0.2931,Kp,L,A
 5.00,  9250, 0.3, 2.0, 0.2177, 0.2924,Kp,L,A
 3.50,  9500, 0.3, 2.0, 0.2128, 0.2943,Kp,L,A
 4.00,  9500, 0.3, 2.0, 0.2088, 0.2930,Kp,L,A
 4.50,  9500, 0.3, 2.0, 0.2072, 0.2917,Kp,L,A
 5.00,  9500, 0.3, 2.0, 0.2073, 0.2908,Kp,L,A
 3.50,  9750, 0.3, 2.0, 0.2059, 0.2954,Kp,L,A
 4.00,  9750, 0.3, 2.0, 0.2021, 0.2929,Kp,L,A
 4.50,  9750, 0.3, 2.0, 0.1996, 0.2913,Kp,L,A
 5.00,  9750, 0.3, 2.0, 0.1990, 0.2897,Kp,L,A
 3.50, 10000, 0.3, 2.0, 0.1997, 0.2960,Kp,L,A
 4.00, 10000, 0.3, 2.0, 0.1962, 0.2930,Kp,L,A
 4.50, 10000, 0.3, 2.0, 0.1933, 0.2911,Kp,L,A
