logg,Teff,Z,xi,a,b,Filt,Met,Mod
 4.00,  3750,-1.5, 2.0, 0.1704, 0.4486,Kp,L,A
 4.50,  3750,-1.5, 2.0, 0.1352, 0.5077,Kp,L,A
 5.00,  3750,-1.5, 2.0, 0.1378, 0.5064,Kp,L,A
 3.50,  4000,-1.5, 2.0, 0.4750, 0.2217,Kp,L,A
 4.00,  4000,-1.5, 2.0, 0.2980, 0.3501,Kp,L,A
 4.50,  4000,-1.5, 2.0, 0.1930, 0.4250,Kp,L,A
 5.00,  4000,-1.5, 2.0, 0.1488, 0.4530,Kp,L,A
 3.50,  4250,-1.5, 2.0, 0.5949, 0.1375,Kp,L,A
 4.00,  4250,-1.5, 2.0, 0.4841, 0.2185,Kp,L,A
 4.50,  4250,-1.5, 2.0, 0.3348, 0.3262,Kp,L,A
 5.00,  4250,-1.5, 2.0, 0.2206, 0.4016,Kp,L,A
 3.50,  4500,-1.5, 2.0, 0.5327, 0.1876,Kp,L,A
 4.00,  4500,-1.5, 2.0, 0.5098, 0.2075,Kp,L,A
 4.50,  4500,-1.5, 2.0, 0.4399, 0.2594,Kp,L,A
 5.00,  4500,-1.5, 2.0, 0.3337, 0.3253,Kp,L,A
 3.50,  4750,-1.5, 2.0, 0.4554, 0.2413,Kp,L,A
 4.00,  4750,-1.5, 2.0, 0.4439, 0.2540,Kp,L,A
 4.50,  4750,-1.5, 2.0, 0.4228, 0.2745,Kp,L,A
 5.00,  4750,-1.5, 2.0, 0.3721, 0.3071,Kp,L,A
 3.50,  5000,-1.5, 2.0, 0.3840, 0.2829,Kp,L,A
 4.00,  5000,-1.5, 2.0, 0.3845, 0.2867,Kp,L,A
 4.50,  5000,-1.5, 2.0, 0.3622, 0.3077,Kp,L,A
 5.00,  5000,-1.5, 2.0, 0.3410, 0.3279,Kp,L,A
 3.50,  5250,-1.5, 2.0, 0.3442, 0.2964,Kp,L,A
 4.00,  5250,-1.5, 2.0, 0.3360, 0.3059,Kp,L,A
 4.50,  5250,-1.5, 2.0, 0.3282, 0.3158,Kp,L,A
 5.00,  5250,-1.5, 2.0, 0.3000, 0.3393,Kp,L,A
 3.50,  5500,-1.5, 2.0, 0.3233, 0.2997,Kp,L,A
 4.00,  5500,-1.5, 2.0, 0.3130, 0.3086,Kp,L,A
 4.50,  5500,-1.5, 2.0, 0.2982, 0.3209,Kp,L,A
 5.00,  5500,-1.5, 2.0, 0.2888, 0.3296,Kp,L,A
 3.50,  5750,-1.5, 2.0, 0.3156, 0.2968,Kp,L,A
 4.00,  5750,-1.5, 2.0, 0.3044, 0.3058,Kp,L,A
 4.50,  5750,-1.5, 2.0, 0.2892, 0.3169,Kp,L,A
 5.00,  5750,-1.5, 2.0, 0.2698, 0.3310,Kp,L,A
 3.50,  6000,-1.5, 2.0, 0.3147, 0.2892,Kp,L,A
 4.00,  6000,-1.5, 2.0, 0.3000, 0.3021,Kp,L,A
 4.50,  6000,-1.5, 2.0, 0.2872, 0.3108,Kp,L,A
 5.00,  6000,-1.5, 2.0, 0.2690, 0.3229,Kp,L,A
 3.50,  6250,-1.5, 2.0, 0.3065, 0.2910,Kp,L,A
 4.00,  6250,-1.5, 2.0, 0.2961, 0.2982,Kp,L,A
 4.50,  6250,-1.5, 2.0, 0.2885, 0.3034,Kp,L,A
 5.00,  6250,-1.5, 2.0, 0.2713, 0.3149,Kp,L,A
 3.50,  6500,-1.5, 2.0, 0.2966, 0.2932,Kp,L,A
 4.00,  6500,-1.5, 2.0, 0.2910, 0.2965,Kp,L,A
 4.50,  6500,-1.5, 2.0, 0.2852, 0.3000,Kp,L,A
 5.00,  6500,-1.5, 2.0, 0.2727, 0.3080,Kp,L,A
 3.50,  6750,-1.5, 2.0, 0.2833, 0.2987,Kp,L,A
 4.00,  6750,-1.5, 2.0, 0.2817, 0.2984,Kp,L,A
 4.50,  6750,-1.5, 2.0, 0.2795, 0.2988,Kp,L,A
 5.00,  6750,-1.5, 2.0, 0.2733, 0.3007,Kp,L,A
 3.50,  7000,-1.5, 2.0, 0.2700, 0.3038,Kp,L,A
 4.00,  7000,-1.5, 2.0, 0.2722, 0.3003,Kp,L,A
 4.50,  7000,-1.5, 2.0, 0.2718, 0.2989,Kp,L,A
 5.00,  7000,-1.5, 2.0, 0.2675, 0.3002,Kp,L,A
 3.50,  7250,-1.5, 2.0, 0.2477, 0.3128,Kp,L,A
 4.00,  7250,-1.5, 2.0, 0.2534, 0.3114,Kp,L,A
 4.50,  7250,-1.5, 2.0, 0.2565, 0.3072,Kp,L,A
 5.00,  7250,-1.5, 2.0, 0.2562, 0.3053,Kp,L,A
 3.50,  7500,-1.5, 2.0, 0.2704, 0.2913,Kp,L,A
 4.00,  7500,-1.5, 2.0, 0.2389, 0.3150,Kp,L,A
 4.50,  7500,-1.5, 2.0, 0.2421, 0.3143,Kp,L,A
 5.00,  7500,-1.5, 2.0, 0.2445, 0.3103,Kp,L,A
 3.50,  7750,-1.5, 2.0, 0.2943, 0.2739,Kp,L,A
 4.00,  7750,-1.5, 2.0, 0.2332, 0.3145,Kp,L,A
 4.50,  7750,-1.5, 2.0, 0.2284, 0.3211,Kp,L,A
 5.00,  7750,-1.5, 2.0, 0.2304, 0.3174,Kp,L,A
 3.50,  8000,-1.5, 2.0, 0.3084, 0.2597,Kp,L,A
 4.00,  8000,-1.5, 2.0, 0.2586, 0.2949,Kp,L,A
 4.50,  8000,-1.5, 2.0, 0.2136, 0.3281,Kp,L,A
 5.00,  8000,-1.5, 2.0, 0.2152, 0.3253,Kp,L,A
 3.50,  8250,-1.5, 2.0, 0.3014, 0.2559,Kp,L,A
 4.00,  8250,-1.5, 2.0, 0.2792, 0.2762,Kp,L,A
 4.50,  8250,-1.5, 2.0, 0.2250, 0.3155,Kp,L,A
 5.00,  8250,-1.5, 2.0, 0.1987, 0.3325,Kp,L,A
 3.50,  8500,-1.5, 2.0, 0.2756, 0.2697,Kp,L,A
 4.00,  8500,-1.5, 2.0, 0.2834, 0.2622,Kp,L,A
 4.50,  8500,-1.5, 2.0, 0.2475, 0.2942,Kp,L,A
 5.00,  8500,-1.5, 2.0, 0.1969, 0.3307,Kp,L,A
 3.50,  8750,-1.5, 2.0, 0.2512, 0.2819,Kp,L,A
 4.00,  8750,-1.5, 2.0, 0.2618, 0.2718,Kp,L,A
 4.50,  8750,-1.5, 2.0, 0.2611, 0.2737,Kp,L,A
 5.00,  8750,-1.5, 2.0, 0.2148, 0.3137,Kp,L,A
 3.50,  9000,-1.5, 2.0, 0.2371, 0.2842,Kp,L,A
 4.00,  9000,-1.5, 2.0, 0.2448, 0.2773,Kp,L,A
 4.50,  9000,-1.5, 2.0, 0.2563, 0.2665,Kp,L,A
 5.00,  9000,-1.5, 2.0, 0.2688, 0.2541,Kp,L,A
 3.50,  9250,-1.5, 2.0, 0.2227, 0.2866,Kp,L,A
 4.00,  9250,-1.5, 2.0, 0.2277, 0.2830,Kp,L,A
 4.50,  9250,-1.5, 2.0, 0.2363, 0.2759,Kp,L,A
 5.00,  9250,-1.5, 2.0, 0.2476, 0.2652,Kp,L,A
 3.50,  9500,-1.5, 2.0, 0.2121, 0.2863,Kp,L,A
 4.00,  9500,-1.5, 2.0, 0.2145, 0.2848,Kp,L,A
 4.50,  9500,-1.5, 2.0, 0.2210, 0.2804,Kp,L,A
 5.00,  9500,-1.5, 2.0, 0.2297, 0.2732,Kp,L,A
 3.50,  9750,-1.5, 2.0, 0.2040, 0.2852,Kp,L,A
 4.00,  9750,-1.5, 2.0, 0.2046, 0.2842,Kp,L,A
 4.50,  9750,-1.5, 2.0, 0.2078, 0.2830,Kp,L,A
 5.00,  9750,-1.5, 2.0, 0.2143, 0.2789,Kp,L,A
 3.50, 10000,-1.5, 2.0, 0.1975, 0.2839,Kp,L,A
 4.00, 10000,-1.5, 2.0, 0.1965, 0.2835,Kp,L,A
 4.50, 10000,-1.5, 2.0, 0.1986, 0.2825,Kp,L,A
 5.00, 10000,-1.5, 2.0, 0.2026, 0.2810,Kp,L,A
 3.50,  3500,-1.0, 2.0, 0.2427, 0.4633,Kp,L,A
 4.00,  3500,-1.0, 2.0, 0.2049, 0.4886,Kp,L,A
 4.50,  3500,-1.0, 2.0, 0.1982, 0.4890,Kp,L,A
 5.00,  3500,-1.0, 2.0, 0.2103, 0.4822,Kp,L,A
 3.50,  3750,-1.0, 2.0, 0.3418, 0.3564,Kp,L,A
 4.00,  3750,-1.0, 2.0, 0.2170, 0.4513,Kp,L,A
 4.50,  3750,-1.0, 2.0, 0.1662, 0.4856,Kp,L,A
 5.00,  3750,-1.0, 2.0, 0.1527, 0.4952,Kp,L,A
 3.50,  4000,-1.0, 2.0, 0.6175, 0.1141,Kp,L,A
 4.00,  4000,-1.0, 2.0, 0.4021, 0.2879,Kp,L,A
 4.50,  4000,-1.0, 2.0, 0.2472, 0.4063,Kp,L,A
 5.00,  4000,-1.0, 2.0, 0.1744, 0.4515,Kp,L,A
 3.50,  4250,-1.0, 2.0, 0.6703, 0.0759,Kp,L,A
 4.00,  4250,-1.0, 2.0, 0.6078, 0.1225,Kp,L,A
 4.50,  4250,-1.0, 2.0, 0.4500, 0.2396,Kp,L,A
 5.00,  4250,-1.0, 2.0, 0.2903, 0.3600,Kp,L,A
 3.50,  4500,-1.0, 2.0, 0.5997, 0.1309,Kp,L,A
 4.00,  4500,-1.0, 2.0, 0.5896, 0.1405,Kp,L,A
 4.50,  4500,-1.0, 2.0, 0.5738, 0.1554,Kp,L,A
 5.00,  4500,-1.0, 2.0, 0.4502, 0.2419,Kp,L,A
 3.50,  4750,-1.0, 2.0, 0.5232, 0.1886,Kp,L,A
 4.00,  4750,-1.0, 2.0, 0.5244, 0.1883,Kp,L,A
 4.50,  4750,-1.0, 2.0, 0.5188, 0.1941,Kp,L,A
 5.00,  4750,-1.0, 2.0, 0.4960, 0.2141,Kp,L,A
 3.50,  5000,-1.0, 2.0, 0.4510, 0.2374,Kp,L,A
 4.00,  5000,-1.0, 2.0, 0.4528, 0.2379,Kp,L,A
 4.50,  5000,-1.0, 2.0, 0.4539, 0.2386,Kp,L,A
 5.00,  5000,-1.0, 2.0, 0.4442, 0.2478,Kp,L,A
 3.50,  5250,-1.0, 2.0, 0.3913, 0.2714,Kp,L,A
 4.00,  5250,-1.0, 2.0, 0.3921, 0.2734,Kp,L,A
 4.50,  5250,-1.0, 2.0, 0.3888, 0.2787,Kp,L,A
 5.00,  5250,-1.0, 2.0, 0.3867, 0.2827,Kp,L,A
 3.50,  5500,-1.0, 2.0, 0.3511, 0.2882,Kp,L,A
 4.00,  5500,-1.0, 2.0, 0.3443, 0.2957,Kp,L,A
 4.50,  5500,-1.0, 2.0, 0.3352, 0.3058,Kp,L,A
 5.00,  5500,-1.0, 2.0, 0.3277, 0.3140,Kp,L,A
 3.50,  5750,-1.0, 2.0, 0.3295, 0.2921,Kp,L,A
 4.00,  5750,-1.0, 2.0, 0.3218, 0.2993,Kp,L,A
 4.50,  5750,-1.0, 2.0, 0.3117, 0.3080,Kp,L,A
 5.00,  5750,-1.0, 2.0, 0.3060, 0.3157,Kp,L,A
 3.50,  6000,-1.0, 2.0, 0.3167, 0.2930,Kp,L,A
 4.00,  6000,-1.0, 2.0, 0.3078, 0.3001,Kp,L,A
 4.50,  6000,-1.0, 2.0, 0.2990, 0.3065,Kp,L,A
 5.00,  6000,-1.0, 2.0, 0.2848, 0.3171,Kp,L,A
 3.50,  6250,-1.0, 2.0, 0.3061, 0.2945,Kp,L,A
 4.00,  6250,-1.0, 2.0, 0.2989, 0.2993,Kp,L,A
 4.50,  6250,-1.0, 2.0, 0.2913, 0.3041,Kp,L,A
 5.00,  6250,-1.0, 2.0, 0.2793, 0.3126,Kp,L,A
 3.50,  6500,-1.0, 2.0, 0.2940, 0.2983,Kp,L,A
 4.00,  6500,-1.0, 2.0, 0.2903, 0.2998,Kp,L,A
 4.50,  6500,-1.0, 2.0, 0.2843, 0.3030,Kp,L,A
 5.00,  6500,-1.0, 2.0, 0.2733, 0.3100,Kp,L,A
 3.50,  6750,-1.0, 2.0, 0.2796, 0.3043,Kp,L,A
 4.00,  6750,-1.0, 2.0, 0.2789, 0.3033,Kp,L,A
 4.50,  6750,-1.0, 2.0, 0.2758, 0.3040,Kp,L,A
 5.00,  6750,-1.0, 2.0, 0.2697, 0.3067,Kp,L,A
 3.50,  7000,-1.0, 2.0, 0.2640, 0.3124,Kp,L,A
 4.00,  7000,-1.0, 2.0, 0.2654, 0.3091,Kp,L,A
 4.50,  7000,-1.0, 2.0, 0.2657, 0.3069,Kp,L,A
 5.00,  7000,-1.0, 2.0, 0.2631, 0.3067,Kp,L,A
 3.50,  7250,-1.0, 2.0, 0.2569, 0.3142,Kp,L,A
 4.00,  7250,-1.0, 2.0, 0.2502, 0.3164,Kp,L,A
 4.50,  7250,-1.0, 2.0, 0.2526, 0.3124,Kp,L,A
 5.00,  7250,-1.0, 2.0, 0.2533, 0.3096,Kp,L,A
 3.50,  7500,-1.0, 2.0, 0.3667, 0.2268,Kp,L,A
 4.00,  7500,-1.0, 2.0, 0.2393, 0.3215,Kp,L,A
 4.50,  7500,-1.0, 2.0, 0.2387, 0.3191,Kp,L,A
 5.00,  7500,-1.0, 2.0, 0.2405, 0.3151,Kp,L,A
 3.50,  7750,-1.0, 2.0, 0.3415, 0.2436,Kp,L,A
 4.00,  7750,-1.0, 2.0, 0.3423, 0.2399,Kp,L,A
 4.50,  7750,-1.0, 2.0, 0.2297, 0.3236,Kp,L,A
 5.00,  7750,-1.0, 2.0, 0.2280, 0.3210,Kp,L,A
 3.50,  8000,-1.0, 2.0, 0.3204, 0.2517,Kp,L,A
 4.00,  8000,-1.0, 2.0, 0.3176, 0.2560,Kp,L,A
 4.50,  8000,-1.0, 2.0, 0.3184, 0.2526,Kp,L,A
 5.00,  8000,-1.0, 2.0, 0.2133, 0.3282,Kp,L,A
 3.50,  8250,-1.0, 2.0, 0.2997, 0.2581,Kp,L,A
 4.00,  8250,-1.0, 2.0, 0.2993, 0.2607,Kp,L,A
 4.50,  8250,-1.0, 2.0, 0.2958, 0.2664,Kp,L,A
 5.00,  8250,-1.0, 2.0, 0.2947, 0.2648,Kp,L,A
 3.50,  8500,-1.0, 2.0, 0.2749, 0.2703,Kp,L,A
 4.00,  8500,-1.0, 2.0, 0.2831, 0.2621,Kp,L,A
 4.50,  8500,-1.0, 2.0, 0.2782, 0.2714,Kp,L,A
 5.00,  8500,-1.0, 2.0, 0.2761, 0.2748,Kp,L,A
 3.50,  8750,-1.0, 2.0, 0.2538, 0.2796,Kp,L,A
 4.00,  8750,-1.0, 2.0, 0.2623, 0.2708,Kp,L,A
 4.50,  8750,-1.0, 2.0, 0.2665, 0.2679,Kp,L,A
 5.00,  8750,-1.0, 2.0, 0.2592, 0.2808,Kp,L,A
 3.50,  9000,-1.0, 2.0, 0.2365, 0.2854,Kp,L,A
 4.00,  9000,-1.0, 2.0, 0.2438, 0.2782,Kp,L,A
 4.50,  9000,-1.0, 2.0, 0.2530, 0.2691,Kp,L,A
 5.00,  9000,-1.0, 2.0, 0.2639, 0.2583,Kp,L,A
 3.50,  9250,-1.0, 2.0, 0.2222, 0.2892,Kp,L,A
 4.00,  9250,-1.0, 2.0, 0.2265, 0.2848,Kp,L,A
 4.50,  9250,-1.0, 2.0, 0.2340, 0.2778,Kp,L,A
 5.00,  9250,-1.0, 2.0, 0.2439, 0.2680,Kp,L,A
 3.50,  9500,-1.0, 2.0, 0.2114, 0.2900,Kp,L,A
 4.00,  9500,-1.0, 2.0, 0.2137, 0.2873,Kp,L,A
 4.50,  9500,-1.0, 2.0, 0.2188, 0.2830,Kp,L,A
 5.00,  9500,-1.0, 2.0, 0.2268, 0.2756,Kp,L,A
 3.50,  9750,-1.0, 2.0, 0.2039, 0.2882,Kp,L,A
 4.00,  9750,-1.0, 2.0, 0.2033, 0.2878,Kp,L,A
 4.50,  9750,-1.0, 2.0, 0.2063, 0.2856,Kp,L,A
 5.00,  9750,-1.0, 2.0, 0.2124, 0.2808,Kp,L,A
 3.50, 10000,-1.0, 2.0, 0.1967, 0.2869,Kp,L,A
 4.00, 10000,-1.0, 2.0, 0.1958, 0.2862,Kp,L,A
 4.50, 10000,-1.0, 2.0, 0.1965, 0.2860,Kp,L,A
 5.00, 10000,-1.0, 2.0, 0.2001, 0.2840,Kp,L,A
 3.50,  3500,-0.5, 2.0, 0.4172, 0.3214,Kp,L,A
 4.00,  3500,-0.5, 2.0, 0.3195, 0.3989,Kp,L,A
 4.50,  3500,-0.5, 2.0, 0.2854, 0.4182,Kp,L,A
 5.00,  3500,-0.5, 2.0, 0.2646, 0.4341,Kp,L,A
 3.50,  3750,-0.5, 2.0, 0.5592, 0.1836,Kp,L,A
 4.00,  3750,-0.5, 2.0, 0.3512, 0.3591,Kp,L,A
 4.50,  3750,-0.5, 2.0, 0.2458, 0.4365,Kp,L,A
 5.00,  3750,-0.5, 2.0, 0.2027, 0.4640,Kp,L,A
 3.50,  4000,-0.5, 2.0, 0.7435, 0.0223,Kp,L,A
 4.00,  4000,-0.5, 2.0, 0.5631, 0.1685,Kp,L,A
 4.50,  4000,-0.5, 2.0, 0.3568, 0.3354,Kp,L,A
 5.00,  4000,-0.5, 2.0, 0.2365, 0.4175,Kp,L,A
 3.50,  4250,-0.5, 2.0, 0.7156, 0.0417,Kp,L,A
 4.00,  4250,-0.5, 2.0, 0.6970, 0.0555,Kp,L,A
 4.50,  4250,-0.5, 2.0, 0.5738, 0.1496,Kp,L,A
 5.00,  4250,-0.5, 2.0, 0.3907, 0.2949,Kp,L,A
 3.50,  4500,-0.5, 2.0, 0.6511, 0.0909,Kp,L,A
 4.00,  4500,-0.5, 2.0, 0.6512, 0.0893,Kp,L,A
 4.50,  4500,-0.5, 2.0, 0.6414, 0.0966,Kp,L,A
 5.00,  4500,-0.5, 2.0, 0.5611, 0.1584,Kp,L,A
 3.50,  4750,-0.5, 2.0, 0.5822, 0.1437,Kp,L,A
 4.00,  4750,-0.5, 2.0, 0.5865, 0.1390,Kp,L,A
 4.50,  4750,-0.5, 2.0, 0.5856, 0.1392,Kp,L,A
 5.00,  4750,-0.5, 2.0, 0.5778, 0.1454,Kp,L,A
 3.50,  5000,-0.5, 2.0, 0.5113, 0.1947,Kp,L,A
 4.00,  5000,-0.5, 2.0, 0.5164, 0.1907,Kp,L,A
 4.50,  5000,-0.5, 2.0, 0.5172, 0.1908,Kp,L,A
 5.00,  5000,-0.5, 2.0, 0.5173, 0.1909,Kp,L,A
 3.50,  5250,-0.5, 2.0, 0.4473, 0.2360,Kp,L,A
 4.00,  5250,-0.5, 2.0, 0.4526, 0.2327,Kp,L,A
 4.50,  5250,-0.5, 2.0, 0.4535, 0.2337,Kp,L,A
 5.00,  5250,-0.5, 2.0, 0.4520, 0.2366,Kp,L,A
 3.50,  5500,-0.5, 2.0, 0.3937, 0.2665,Kp,L,A
 4.00,  5500,-0.5, 2.0, 0.3975, 0.2650,Kp,L,A
 4.50,  5500,-0.5, 2.0, 0.3980, 0.2665,Kp,L,A
 5.00,  5500,-0.5, 2.0, 0.3957, 0.2706,Kp,L,A
 3.50,  5750,-0.5, 2.0, 0.3542, 0.2841,Kp,L,A
 4.00,  5750,-0.5, 2.0, 0.3559, 0.2847,Kp,L,A
 4.50,  5750,-0.5, 2.0, 0.3556, 0.2865,Kp,L,A
 5.00,  5750,-0.5, 2.0, 0.3532, 0.2906,Kp,L,A
 3.50,  6000,-0.5, 2.0, 0.3271, 0.2933,Kp,L,A
 4.00,  6000,-0.5, 2.0, 0.3268, 0.2946,Kp,L,A
 4.50,  6000,-0.5, 2.0, 0.3238, 0.2979,Kp,L,A
 5.00,  6000,-0.5, 2.0, 0.3189, 0.3035,Kp,L,A
 3.50,  6250,-0.5, 2.0, 0.3071, 0.3001,Kp,L,A
 4.00,  6250,-0.5, 2.0, 0.3069, 0.2998,Kp,L,A
 4.50,  6250,-0.5, 2.0, 0.3026, 0.3029,Kp,L,A
 5.00,  6250,-0.5, 2.0, 0.2969, 0.3078,Kp,L,A
 3.50,  6500,-0.5, 2.0, 0.2920, 0.3038,Kp,L,A
 4.00,  6500,-0.5, 2.0, 0.2923, 0.3025,Kp,L,A
 4.50,  6500,-0.5, 2.0, 0.2866, 0.3071,Kp,L,A
 5.00,  6500,-0.5, 2.0, 0.2820, 0.3097,Kp,L,A
 3.50,  6750,-0.5, 2.0, 0.2752, 0.3119,Kp,L,A
 4.00,  6750,-0.5, 2.0, 0.2774, 0.3088,Kp,L,A
 4.50,  6750,-0.5, 2.0, 0.2754, 0.3085,Kp,L,A
 5.00,  6750,-0.5, 2.0, 0.2716, 0.3097,Kp,L,A
 3.50,  7000,-0.5, 2.0, 0.2585, 0.3207,Kp,L,A
 4.00,  7000,-0.5, 2.0, 0.2614, 0.3165,Kp,L,A
 4.50,  7000,-0.5, 2.0, 0.2619, 0.3136,Kp,L,A
 5.00,  7000,-0.5, 2.0, 0.2611, 0.3122,Kp,L,A
 3.50,  7250,-0.5, 2.0, 0.2444, 0.3271,Kp,L,A
 4.00,  7250,-0.5, 2.0, 0.2412, 0.3287,Kp,L,A
 4.50,  7250,-0.5, 2.0, 0.2430, 0.3249,Kp,L,A
 5.00,  7250,-0.5, 2.0, 0.2450, 0.3213,Kp,L,A
 3.50,  7500,-0.5, 2.0, 0.2668, 0.3051,Kp,L,A
 4.00,  7500,-0.5, 2.0, 0.2264, 0.3349,Kp,L,A
 4.50,  7500,-0.5, 2.0, 0.2292, 0.3303,Kp,L,A
 5.00,  7500,-0.5, 2.0, 0.2305, 0.3277,Kp,L,A
 3.50,  7750,-0.5, 2.0, 0.2898, 0.2875,Kp,L,A
 4.00,  7750,-0.5, 2.0, 0.2336, 0.3235,Kp,L,A
 4.50,  7750,-0.5, 2.0, 0.2125, 0.3383,Kp,L,A
 5.00,  7750,-0.5, 2.0, 0.2171, 0.3341,Kp,L,A
 3.50,  8000,-0.5, 2.0, 0.3017, 0.2719,Kp,L,A
 4.00,  8000,-0.5, 2.0, 0.2586, 0.3036,Kp,L,A
 4.50,  8000,-0.5, 2.0, 0.2092, 0.3377,Kp,L,A
 5.00,  8000,-0.5, 2.0, 0.2034, 0.3400,Kp,L,A
 3.50,  8250,-0.5, 2.0, 0.2866, 0.2727,Kp,L,A
 4.00,  8250,-0.5, 2.0, 0.2750, 0.2843,Kp,L,A
 4.50,  8250,-0.5, 2.0, 0.2248, 0.3231,Kp,L,A
 5.00,  8250,-0.5, 2.0, 0.1877, 0.3451,Kp,L,A
 3.50,  8500,-0.5, 2.0, 0.2642, 0.2809,Kp,L,A
 4.00,  8500,-0.5, 2.0, 0.2707, 0.2747,Kp,L,A
 4.50,  8500,-0.5, 2.0, 0.2471, 0.2982,Kp,L,A
 5.00,  8500,-0.5, 2.0, 0.1972, 0.3359,Kp,L,A
 3.50,  8750,-0.5, 2.0, 0.2454, 0.2871,Kp,L,A
 4.00,  8750,-0.5, 2.0, 0.2513, 0.2807,Kp,L,A
 4.50,  8750,-0.5, 2.0, 0.2543, 0.2788,Kp,L,A
 5.00,  8750,-0.5, 2.0, 0.2169, 0.3149,Kp,L,A
 3.50,  9000,-0.5, 2.0, 0.2342, 0.2878,Kp,L,A
 4.00,  9000,-0.5, 2.0, 0.2381, 0.2827,Kp,L,A
 4.50,  9000,-0.5, 2.0, 0.2452, 0.2755,Kp,L,A
 5.00,  9000,-0.5, 2.0, 0.2541, 0.2670,Kp,L,A
 3.50,  9250,-0.5, 2.0, 0.2224, 0.2901,Kp,L,A
 4.00,  9250,-0.5, 2.0, 0.2241, 0.2867,Kp,L,A
 4.50,  9250,-0.5, 2.0, 0.2288, 0.2814,Kp,L,A
 5.00,  9250,-0.5, 2.0, 0.2364, 0.2737,Kp,L,A
 3.50,  9500,-0.5, 2.0, 0.2120, 0.2916,Kp,L,A
 4.00,  9500,-0.5, 2.0, 0.2138, 0.2879,Kp,L,A
 4.50,  9500,-0.5, 2.0, 0.2166, 0.2843,Kp,L,A
 5.00,  9500,-0.5, 2.0, 0.2219, 0.2787,Kp,L,A
 3.50,  9750,-0.5, 2.0, 0.2042, 0.2915,Kp,L,A
 4.00,  9750,-0.5, 2.0, 0.2032, 0.2897,Kp,L,A
 4.50,  9750,-0.5, 2.0, 0.2048, 0.2873,Kp,L,A
 5.00,  9750,-0.5, 2.0, 0.2091, 0.2827,Kp,L,A
 3.50, 10000,-0.5, 2.0, 0.1968, 0.2915,Kp,L,A
 4.00, 10000,-0.5, 2.0, 0.1957, 0.2893,Kp,L,A
 4.50, 10000,-0.5, 2.0, 0.1956, 0.2882,Kp,L,A
 5.00, 10000,-0.5, 2.0, 0.1981, 0.2856,Kp,L,A
 3.50,  3500,-0.3, 2.0, 0.5287, 0.2308,Kp,L,A
 4.00,  3500,-0.3, 2.0, 0.3982, 0.3381,Kp,L,A
 4.50,  3500,-0.3, 2.0, 0.3311, 0.3892,Kp,L,A
 5.00,  3500,-0.3, 2.0, 0.3004, 0.4085,Kp,L,A
 3.50,  3750,-0.3, 2.0, 0.6805, 0.0820,Kp,L,A
 4.00,  3750,-0.3, 2.0, 0.4457, 0.2867,Kp,L,A
 4.50,  3750,-0.3, 2.0, 0.3042, 0.3981,Kp,L,A
 5.00,  3750,-0.3, 2.0, 0.2405, 0.4418,Kp,L,A
 3.50,  4000,-0.3, 2.0, 0.7754,-0.0007,Kp,L,A
 4.00,  4000,-0.3, 2.0, 0.6412, 0.1095,Kp,L,A
 4.50,  4000,-0.3, 2.0, 0.4242, 0.2887,Kp,L,A
 5.00,  4000,-0.3, 2.0, 0.2767, 0.4011,Kp,L,A
 3.50,  4250,-0.3, 2.0, 0.7227, 0.0392,Kp,L,A
 4.00,  4250,-0.3, 2.0, 0.7146, 0.0438,Kp,L,A
 4.50,  4250,-0.3, 2.0, 0.6215, 0.1171,Kp,L,A
 5.00,  4250,-0.3, 2.0, 0.4412, 0.2609,Kp,L,A
 3.50,  4500,-0.3, 2.0, 0.6625, 0.0830,Kp,L,A
 4.00,  4500,-0.3, 2.0, 0.6625, 0.0812,Kp,L,A
 4.50,  4500,-0.3, 2.0, 0.6584, 0.0833,Kp,L,A
 5.00,  4500,-0.3, 2.0, 0.5977, 0.1315,Kp,L,A
 3.50,  4750,-0.3, 2.0, 0.5968, 0.1332,Kp,L,A
 4.00,  4750,-0.3, 2.0, 0.6001, 0.1292,Kp,L,A
 4.50,  4750,-0.3, 2.0, 0.6019, 0.1263,Kp,L,A
 5.00,  4750,-0.3, 2.0, 0.5985, 0.1285,Kp,L,A
 3.50,  5000,-0.3, 2.0, 0.5302, 0.1818,Kp,L,A
 4.00,  5000,-0.3, 2.0, 0.5357, 0.1768,Kp,L,A
 4.50,  5000,-0.3, 2.0, 0.5396, 0.1731,Kp,L,A
 5.00,  5000,-0.3, 2.0, 0.5406, 0.1720,Kp,L,A
 3.50,  5250,-0.3, 2.0, 0.4664, 0.2249,Kp,L,A
 4.00,  5250,-0.3, 2.0, 0.4735, 0.2194,Kp,L,A
 4.50,  5250,-0.3, 2.0, 0.4767, 0.2175,Kp,L,A
 5.00,  5250,-0.3, 2.0, 0.4772, 0.2179,Kp,L,A
 3.50,  5500,-0.3, 2.0, 0.4099, 0.2591,Kp,L,A
 4.00,  5500,-0.3, 2.0, 0.4173, 0.2544,Kp,L,A
 4.50,  5500,-0.3, 2.0, 0.4210, 0.2521,Kp,L,A
 5.00,  5500,-0.3, 2.0, 0.4188, 0.2558,Kp,L,A
 3.50,  5750,-0.3, 2.0, 0.3658, 0.2819,Kp,L,A
 4.00,  5750,-0.3, 2.0, 0.3719, 0.2787,Kp,L,A
 4.50,  5750,-0.3, 2.0, 0.3728, 0.2787,Kp,L,A
