##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): July 18, 2019, 11:54 p.m.
## Download Date (Y/M/D): 2019/07/22
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-2&quot;],&quot;morph&quot;:{&quot;max&quot;:0.8,&quot;min&quot;:0.0},&quot;kics&quot;:[],&quot;cols&quot;:[&quot;sdepth&quot;,&quot;scdata&quot;,&quot;morph&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;perr&quot;],&quot;etvshort&quot;:true,&quot;p&quot;:{&quot;max&quot;:50.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;keff&quot;:{&quot;min&quot;:0.0},&quot;kois&quot;:[]}
##
#KIC,period,period_err,pdepth,sdepth,morph,Teff,SC,
5473556,11.2588244,0.0000343,0.1789,0.1606,0.21,5932.0000,True,
6610219,11.3009948,0.0000343,0.3324,0.2899,0.20,5986.0000,False,
9025914,11.3203214,0.0001029,0.2344,0.0338,0.14,5900.0000,False,
9962595,11.3744432,0.0000351,0.0241,-1.0000,0.05,5118.0000,False,
7422883,11.4145336,0.0000351,0.0476,-1.0000,0.16,6639.0000,True,
10419211,11.5214272,0.0000359,0.0172,-1.0000,0.08,5572.0000,False,
8453191,11.5535307,0.0000359,0.1360,0.1240,0.22,6044.0000,False,
9665503,11.5679789,0.0000359,0.3733,0.1389,0.13,5141.0000,False,
11073223,11.5789467,0.0000359,0.2880,0.1363,0.11,5800.0000,False,
3852655,11.6290580,0.0000359,0.0001,-1.0000,0.10,5822.0000,False,
5955321,11.6378818,0.0000363,0.4145,0.4031,0.16,6169.0000,False,
6185717,11.7022037,0.0000380,0.0268,0.0012,0.06,5901.0000,False,
10874926,11.7031072,0.0000367,0.0039,0.0018,0.04,5737.0000,False,
8479386,11.7207557,0.0000367,0.3326,0.3071,0.28,5979.0000,True,
8414159,11.9311328,0.0000376,0.2869,0.0498,0.12,5802.0000,False,
2852560,11.9613082,0.0000376,0.2868,0.1890,0.09,5381.0000,False,
7466863,11.9711385,0.0000380,0.0004,-1.0000,0.06,6035.0000,True,
10874226,11.9736249,0.0000380,0.0045,0.0035,0.05,5930.0000,False,
6301030,11.9911576,0.0001106,0.2516,0.2744,0.14,5727.0000,False,
9579192,12.0835421,0.0000380,0.0442,0.0072,0.16,6612.0000,False,
5880320,12.1096393,0.0000385,0.0003,-1.0000,0.20,6400.0000,True,
7336754,12.1552451,0.0000385,0.0805,0.0282,0.16,5546.0000,False,
10454401,12.1807225,0.0000390,0.3836,0.3148,0.12,5568.0000,False,
5771719,12.2648770,0.0000404,0.0117,-1.0000,0.11,5425.0000,True,
4159347,12.2835553,0.0000390,0.0005,-1.0000,0.10,5912.0000,True,
11499757,12.3143985,0.0000394,0.3515,0.2739,0.13,5997.0000,False,
4860932,12.3653560,0.0000394,0.0003,-1.0000,0.10,5805.0000,False,
8128067,12.4296470,0.0000414,0.0003,-1.0000,0.15,5304.0000,False,
6029130,12.5916320,0.0000409,0.2848,0.2394,0.10,5160.0000,False,
8719419,12.6253361,0.0000404,0.0356,-1.0000,0.07,6642.0000,False,
5871918,12.6432974,0.0000409,0.2234,0.0720,0.11,4021.0000,False,
11086270,12.6910470,0.0000409,0.0003,-1.0000,0.10,6076.0000,True,
11820830,12.7318697,0.0000409,0.0114,-1.0000,0.08,7007.0000,False,
8312222,12.8232756,0.0000419,0.1083,0.0795,0.14,5726.0000,False,
5115178,12.8517242,0.0000419,0.0404,0.0324,0.12,5594.0000,False,
9715939,12.8930288,0.0001029,0.0139,-1.0000,0.08,6146.0000,False,
6867766,12.9647248,0.0000425,0.0034,-1.0000,0.03,5971.0000,False,
3953106,13.1743700,0.0019230,0.1222,0.0560,0.20,5398.0000,False,
2307199,13.4471107,0.0000447,0.0014,-1.0000,0.07,6028.0000,True,
7840035,13.5421000,0.0001330,0.0254,0.0042,0.09,5287.0000,False,
4165960,13.5491781,0.0000453,0.0000,-1.0000,0.10,6244.0000,True,
6599919,13.6101053,0.0000453,0.0049,-1.0000,0.04,5440.0000,False,
11662440,13.6394573,0.0000472,0.0747,0.0270,0.05,5252.0000,False,
10274244,13.6836897,0.0000453,0.1923,0.0112,0.08,5206.0000,True,
9474222,13.6917881,0.0000460,0.1054,0.0035,0.12,6400.0000,False,
6631721,13.7382835,0.0000460,0.0007,-1.0000,0.07,6153.0000,True,
11704044,13.7653453,0.0000479,0.3293,0.3297,0.13,5502.0000,False,
6805146,13.7797021,0.0000460,0.0282,-1.0000,0.16,6214.0000,False,
3102024,13.7825215,0.0000460,0.2190,0.1542,0.15,5117.0000,True,
9221398,13.7875200,0.0000460,0.0119,-1.0000,0.04,6420.0000,False,
11601584,13.9794853,0.0000472,0.0002,-1.0000,0.07,5167.0000,True,
1571511,14.0224510,0.0000472,0.0220,-1.0000,0.17,5804.0000,False,
6109688,14.0867881,0.0000472,0.1073,0.0065,0.18,6845.0000,True,
4466356,14.1281577,0.0000479,0.0002,-1.0000,0.06,5857.0000,False,
6359798,14.1540383,0.0000479,0.0558,0.0233,0.08,5452.0000,True,
12459731,14.1812065,0.0001407,0.1567,0.0384,0.08,6045.0000,False,
6523216,14.3131559,0.0000485,0.0238,0.0009,0.19,6200.0000,False,
6531496,14.3239139,0.0001451,0.0582,0.0149,0.10,5604.0000,False,
10936427,14.3610225,0.0000492,0.4370,0.1686,0.25,5082.0000,True,
5942093,14.3873075,0.0000650,0.0014,-1.0000,0.03,5587.0000,False,
9243795,14.4431301,0.0000492,0.0403,0.0403,0.14,5505.0000,True,
2437452,14.4699302,0.0000499,0.1342,0.0543,0.16,5398.0000,True,
10345478,14.4983870,0.0000499,0.0032,-1.0000,0.09,5117.0000,False,
6286161,14.5417852,0.0001079,0.2150,0.0753,0.09,5735.0000,False,
6286155,14.5418297,0.0000499,0.0041,0.0015,0.13,5062.0000,False,
11616594,14.5876122,0.0000499,0.3203,0.2586,0.67,4554.0000,False,
4252322,14.5915165,0.0000499,0.0013,-1.0000,0.02,5675.0000,False,
3339538,14.6580139,0.0000499,0.1206,-1.0000,0.05,4955.0000,False,
7200102,14.6657571,0.0000506,0.3155,0.1051,0.06,5207.0000,False,
12470041,14.6677416,0.0000499,0.0290,-1.0000,0.04,7290.0000,False,
7943602,14.6920163,0.0000506,0.0207,0.0071,0.46,4889.0000,False,
9344623,14.7594793,0.0000514,0.3367,0.3107,0.15,6312.0000,False,
10592163,14.7629466,0.0000514,0.0777,0.0390,0.11,5482.0000,False,
7118545,14.7972189,0.0000514,0.2575,0.0308,0.13,6095.0000,False,
12251779,14.8442331,0.0000514,0.0894,0.0044,0.13,5926.0000,False,
8008128,14.8544154,0.0000514,0.0810,0.0033,0.09,5956.0000,False,
3433668,15.0217983,0.0000521,0.0001,-1.0000,0.12,5440.0000,False,
5021732,15.0395069,0.0000521,0.0474,0.0474,0.11,6119.0000,True,
3655326,15.0665034,0.0000529,0.0803,0.0523,0.11,6122.0000,False,
4760746,15.0680733,0.0000662,0.0172,-1.0000,0.06,5735.0000,False,
8574270,15.1201897,0.0000529,0.0222,0.0080,0.06,5061.0000,False,
10659313,15.2493371,0.0000529,0.0347,-1.0000,0.06,6167.0000,False,
4678171,15.2887092,0.0000537,0.4713,0.2273,0.08,4240.0000,False,
7955301,15.3244193,0.0000537,0.0118,0.0074,0.33,4821.0000,True,
11069176,15.3796149,0.0000537,0.0001,-1.0000,0.14,5821.0000,True,
8678664,15.4204002,0.0000562,0.0137,-1.0000,0.03,5276.0000,False,
5396122,15.4443040,0.0000685,0.0024,-1.0000,0.06,5658.0000,False,
8111622,15.4460592,0.0000545,0.3182,0.0282,0.07,5603.0000,False,
6147122,15.4514983,0.0000537,0.0004,0.0003,0.06,7625.0000,False,
6841577,15.5375346,0.0000571,0.2098,0.0171,0.09,5478.0000,False,
11768970,15.5413530,0.0000545,0.0095,0.0009,0.03,5038.0000,True,
3830820,15.5827880,0.0000553,0.0415,0.0053,0.06,3902.0000,False,
11044779,15.6086226,0.0000698,0.0214,0.0079,0.14,5362.0000,True,
4372765,15.6398000,0.0002024,0.2460,0.1217,0.11,6282.0000,False,
9834257,15.6514391,0.0000553,0.0047,0.0039,0.10,6342.0000,False,
7601633,15.6638729,0.0000553,0.0056,-1.0000,0.04,5982.0000,True,
9549472,15.7137908,0.0000562,0.0568,0.0062,0.18,5571.0000,False,
11824222,15.8413359,0.0000562,0.0212,-1.0000,0.02,4987.0000,False,
6233466,15.8733069,0.0001226,0.1697,0.0681,0.13,5400.0000,False,
7377343,15.9089508,0.0009445,0.0065,0.0065,0.13,5965.0000,False,
2580872,15.9266276,0.0000571,0.2555,0.1670,0.12,5293.0000,False,
9291748,15.9269941,0.0000589,0.3563,0.0159,0.17,5012.0000,False,
11568987,15.9599451,0.0000571,0.0005,-1.0000,0.10,5941.0000,True,
11874338,15.9751769,0.0000571,0.0006,-1.0000,0.12,5041.0000,False,
11408935,15.9950902,0.0000571,0.0482,-1.0000,0.15,5660.0000,True,
4078157,16.0246714,0.0000723,0.0122,-1.0000,0.07,5547.0000,False,
5796675,16.0806761,0.0000580,0.0030,-1.0000,0.05,4628.0000,True,
9965206,16.2275503,0.0000737,0.1837,0.1536,0.09,5092.0000,False,
5622250,16.2942135,0.0000589,0.1661,0.0145,0.09,6215.0000,False,
8879427,16.3132849,0.0000589,0.0674,0.0018,0.07,5715.0000,False,
6421188,16.4343542,0.0000618,0.0482,0.0022,0.09,5657.0000,False,
10485250,16.4697832,0.0000618,0.0072,-1.0000,0.20,4957.0000,True,
6448768,16.4867982,0.0000599,0.0531,0.0040,0.13,5859.0000,False,
8023317,16.5790023,0.0000599,0.0357,0.0016,0.13,5625.0000,True,
5979863,16.6218542,0.0000608,0.0574,0.0015,0.07,5698.0000,False,
6847018,16.6621665,0.0000599,0.0275,-1.0000,0.06,6211.0000,False,
5735878,16.8320824,0.0000608,0.0527,0.0019,0.14,6045.0000,False,
7987749,17.0308540,0.0000629,0.0735,0.0338,0.06,5349.0000,False,
7751562,17.0421586,0.0000629,0.0538,0.0017,0.13,5951.0000,False,
8356054,17.0812314,0.0000795,0.2909,0.1248,0.07,5231.0000,False,
3342592,17.1773261,0.0000639,0.0249,-1.0000,0.13,5717.0000,False,
2719873,17.2792902,0.0000639,0.1642,0.0085,0.07,5086.0000,False,
9001468,17.3299655,0.0000639,0.2384,0.0582,0.12,4949.0000,False,
6842345,17.3816119,0.0000698,0.0552,-1.0000,0.04,5834.0000,False,
6522750,17.4456414,0.0000639,0.2998,0.1523,0.09,5547.0000,True,
6131659,17.5278303,0.0000650,0.3205,0.1036,0.09,4870.0000,True,
8075618,17.5612071,0.0000650,0.0849,0.0856,0.04,5288.0000,False,
11187837,17.6045870,0.0000662,0.0021,-1.0000,0.09,3897.0000,True,
5546761,17.6706523,0.0000662,0.0003,-1.0000,0.15,5564.0000,True,
4079530,17.7271000,0.0002376,0.1285,0.0054,0.07,5755.0000,False,
3230787,17.7340523,0.0000662,0.1824,-1.0000,0.09,5669.0000,True,
6145939,17.7454139,0.0000780,0.0798,-1.0000,0.05,6090.0000,False,
12251650,17.7619949,0.0000662,0.0228,-1.0000,0.03,4952.0000,False,
12316447,17.9077000,0.0001952,0.2335,0.0232,0.09,5934.0000,False,
10198109,17.9187428,0.0000673,0.1261,0.0054,0.07,5592.0000,False,
8179747,17.9462768,0.0000673,0.0989,-1.0000,0.11,5040.0000,False,
7624297,18.0196520,0.0000685,0.1589,0.0098,0.07,5135.0000,False,
10330495,18.0600812,0.0000685,0.0618,0.0082,0.18,5132.0000,True,
4932691,18.1120792,0.0000685,0.1114,0.0376,0.10,7109.0000,False,
5876805,18.1730361,0.0000862,0.0680,0.0065,0.15,5559.0000,False,
5702939,18.3982007,0.0000698,0.0002,-1.0000,0.09,5634.0000,False,
10992733,18.5259185,0.0000710,0.4053,0.2686,0.08,5274.0000,False,
6593363,18.5278243,0.0000698,0.0832,0.0034,0.09,5865.0000,True,
9278553,18.6100950,0.0000710,0.0477,-1.0000,0.07,5848.0000,False,
5095269,18.6119616,0.0000698,0.1218,-1.0000,0.05,6227.0000,False,
7021177,18.6453284,0.0000737,0.3756,0.2415,0.06,5684.0000,False,
9119405,18.6463233,0.0000710,0.2195,0.1881,0.11,5569.0000,False,
9838975,18.6928663,0.0000710,0.0550,-1.0000,0.06,5018.0000,False,
10332789,18.7407263,0.0000723,0.1344,0.0058,0.08,5893.0000,False,
8711548,18.7781610,0.0000723,0.4551,0.2096,0.07,6529.0000,False,
6762829,18.7952663,0.0000723,0.0309,0.0009,0.15,5640.0000,True,
2437149,18.7987347,0.0002837,0.2338,0.1535,0.11,5130.0000,True,
3341934,18.8394967,0.0000723,0.1923,0.0221,0.07,5992.0000,False,
12253490,19.1597425,0.0000737,0.0281,-1.0000,0.04,4431.0000,False,
10480982,19.2213880,0.0000751,0.0706,-1.0000,0.06,5876.0000,False,
9777062,19.2300378,0.0000737,0.2589,0.0331,0.08,7466.0000,True,
8690001,19.3592717,0.0022831,0.3740,0.3435,0.14,5938.0000,False,
4649440,19.3707322,0.0000751,0.0006,-1.0000,0.04,5109.0000,False,
10464078,19.4040168,0.0000751,0.0091,-1.0000,0.20,4877.0000,False,
10753734,19.4066925,0.0000751,0.3915,0.3268,0.07,5446.0000,False,
10711913,19.4080156,0.0000780,0.1342,0.0062,0.08,5474.0000,False,
10518735,19.5150000,0.0002188,0.2077,0.1416,0.06,5146.0000,False,
5982353,19.5630950,0.0000751,0.0133,-1.0000,0.10,5961.0000,True,
11242721,19.6512050,0.0000795,0.0126,-1.0000,0.08,5788.0000,False,
11235323,19.6684015,0.0000765,0.3500,0.1291,0.29,5071.0000,True,
8197761,19.7384500,0.0000765,0.0049,-1.0000,0.07,7068.0000,True,
4055765,19.9320000,0.0000780,0.0015,0.0013,0.10,6440.0000,True,
7436177,19.9335233,0.0013735,0.1646,0.0903,0.10,6270.0000,False,
9016295,19.9744830,0.0000780,0.0384,0.0020,0.05,5819.0000,False,
5130380,19.9830000,0.0002276,0.0326,-1.0000,0.16,5655.0000,False,
4862625,20.0002491,0.0000795,0.0126,0.0012,0.06,6149.0000,True,
6449552,20.1488111,0.0000795,0.4776,0.1020,0.09,5357.0000,False,
5872150,20.3551034,0.0000811,0.0272,-1.0000,0.08,5816.0000,True,
11506235,20.4130553,0.0000811,0.0893,0.0046,0.05,5676.0000,False,
9661869,20.4271000,0.0002376,0.0957,-1.0000,0.04,5915.0000,False,
11869052,20.5454950,0.0000811,0.0007,-1.0000,0.03,5525.0000,True,
9291629,20.6861040,0.0000828,0.1909,-1.0000,0.53,4629.0000,False,
7105574,20.7260663,0.0000828,0.1112,0.0692,0.08,5765.0000,False,
9284741,20.7292642,0.0000828,0.3224,0.3202,0.09,5085.0000,False,
9837578,20.7337490,0.0000828,0.3582,0.2482,0.08,5359.0000,True,
9596089,20.8389900,0.0038107,0.1374,-1.0000,0.03,5177.0000,False,
8569819,20.8499218,0.0000828,0.3131,0.1455,0.17,7137.0000,False,
10258558,20.8678557,0.0000845,0.0720,0.0711,0.11,5862.0000,False,
7122259,20.8821680,0.0001054,0.1779,0.1010,0.12,6122.0000,False,
10602291,20.9273614,0.0000845,0.0079,-1.0000,0.03,5812.0000,True,
8211605,20.9795250,0.0001054,0.0087,-1.0000,0.04,4995.0000,False,
10228942,21.0254417,0.0000845,0.1095,-1.0000,0.08,6361.0000,False,
5091614,21.1424579,0.0000845,0.0681,0.0265,0.06,5820.0000,False,
9673173,21.2947400,0.0000862,0.1110,0.0939,0.09,5838.0000,False,
10319590,21.3204594,0.0000862,0.0238,0.0076,0.09,5518.0000,False,
6388770,21.3419702,0.0000862,0.0001,-1.0000,0.43,6073.0000,False,
5193386,21.3782936,0.0000862,0.2704,0.0778,0.32,4797.0000,True,
5460835,21.5392736,0.0000881,0.1357,0.0228,0.06,5864.0000,False,
9474969,21.5705056,0.0000862,0.1387,0.1270,0.17,6085.0000,True,
1026957,21.7613058,0.0000881,0.0011,-1.0000,0.01,4845.0000,True,
4252226,21.8589584,0.0000900,0.1115,0.0350,0.07,5650.0000,False,
4769799,21.9293139,0.0000881,0.0222,-1.0000,0.12,4911.0000,True,
8167978,22.0527157,0.0000983,0.0134,0.0096,0.06,5301.0000,False,
11519226,22.1607147,0.0000900,0.0052,0.0047,0.03,5646.0000,True,
11656302,22.2648087,0.0000920,0.0198,0.0014,0.11,5172.0000,False,
4633434,22.2712087,0.0000940,0.1688,0.0105,0.04,4902.0000,False,
7975727,22.4183150,0.0000920,0.0126,-1.0000,0.07,5153.0000,False,
8559863,22.4704963,0.0000920,0.0443,0.0363,0.08,5154.0000,True,
8364969,22.5719568,0.0000940,0.0755,-1.0000,0.03,5431.0000,False,
8210721,22.6728162,0.0000940,0.0663,0.0026,0.08,5412.0000,False,
10491544,22.7719842,0.0000940,0.0308,0.0267,0.10,4835.0000,False,
10491554,22.7721203,0.0002024,0.2405,0.1881,0.07,5785.0000,False,
12017140,22.8452421,0.0000961,0.0480,0.0012,0.06,6026.0000,False,
4144236,22.9134572,0.0000940,0.2375,-1.0000,0.03,6346.0000,True,
4178389,23.2105233,0.0000983,0.0261,-1.0000,0.02,5645.0000,True,
10418797,23.3553477,0.0000983,0.0379,-1.0000,0.04,5556.0000,True,
10616571,23.6731066,0.0001005,0.0242,-1.0000,0.18,5544.0000,True,
5986209,23.7379705,0.0001259,0.3368,0.0868,0.03,5345.0000,False,
9838060,23.8158285,0.0001407,0.0504,0.0046,0.03,5365.0000,False,
6672229,23.8323739,0.0001079,0.2577,0.1535,0.09,5487.0000,False,
8823868,23.8761357,0.0001005,0.0058,0.0020,0.16,9751.0000,True,
9097120,23.8996529,0.0001005,0.0204,-1.0000,0.03,5957.0000,False,
9658118,24.0599949,0.0019230,0.4131,0.4119,0.11,6225.0000,False,
3757588,24.0899809,0.0001029,0.0056,0.0016,0.12,5214.0000,False,
7821010,24.2382426,0.0001029,0.4208,0.3455,0.03,6298.0000,True,
10849244,24.2616830,0.0001029,0.1831,0.1543,0.07,5887.0000,False,
5553652,24.3282319,0.0001054,0.0012,-1.0000,0.06,5143.0000,False,
6041734,24.3400239,0.0001330,0.0007,-1.0000,0.04,5994.0000,False,
8098728,24.4850000,0.0001029,0.0002,-1.0000,0.35,6404.0000,True,
9761882,24.5859785,0.0001054,0.0008,-1.0000,0.06,5298.0000,False,
11974540,24.6691944,0.0001054,0.0076,-1.0000,0.09,6507.0000,True,
3128793,24.6793813,0.0001054,0.0080,-1.0000,0.23,4371.0000,True,
7670617,24.7038442,0.0001054,0.2601,0.0319,0.07,4876.0000,False,
10268809,24.7089993,0.0001054,0.0220,0.0184,0.05,5787.0000,False,
4950557,24.7147912,0.0001054,0.1996,0.0005,0.04,6052.0000,True,
10215422,24.8470804,0.0001079,0.2907,0.0575,0.07,5427.0000,False,
11391755,25.1041145,0.0001135,0.0005,-1.0000,0.16,5876.0000,True,
5983348,25.1507843,0.0001079,0.0361,0.0058,0.08,5680.0000,False,
7767733,25.1983020,0.0001368,0.0705,0.0094,0.05,5699.0000,False,
10616656,25.2852620,0.0001079,0.0608,-1.0000,0.04,6248.0000,True,
12302391,25.3217327,0.0001106,0.1063,0.0735,0.03,5869.0000,False,
10651945,25.3669964,0.0001135,0.1370,0.0527,0.06,5946.0000,False,
11502172,25.4319585,0.0001106,0.0439,0.0171,0.05,5571.0000,False,
11521048,25.7028687,0.0001135,0.0047,-1.0000,0.03,5361.0000,False,
4773155,25.7060003,0.0001106,0.4278,0.3464,0.02,5447.0000,False,
5553624,25.7620711,0.0001135,0.4126,0.2305,0.13,5358.0000,False,
6147573,25.8368331,0.0001135,0.1215,0.1131,0.07,5503.0000,False,
3858949,25.9511387,0.0001135,0.0005,-1.0000,0.26,5219.0000,False,
3858879,25.9523109,0.0001135,0.0028,0.0018,0.19,5658.0000,False,
8155584,26.0179150,0.0038107,0.0331,0.0042,0.04,6053.0000,False,
5217586,26.0688098,0.0001163,0.0007,-1.0000,0.08,5387.0000,False,
7971389,26.3496135,0.0001163,0.0672,0.0660,0.03,5791.0000,False,
8445775,26.5082709,0.0001163,0.0430,0.0427,0.04,5957.0000,False,
4840327,26.7371326,0.0001193,0.0538,-1.0000,0.04,5802.0000,False,
6025124,26.8377244,0.0001226,0.0072,-1.0000,0.01,5931.0000,False,
9846348,26.8931569,0.0001193,0.0019,-1.0000,0.01,5845.0000,True,
5098444,26.9489863,0.0001193,0.0185,0.0027,0.14,4615.0000,True,
4931073,26.9512358,0.0001193,0.0836,0.0564,0.08,6453.0000,True,
6023859,27.0098782,0.0001407,0.0573,-1.0000,0.01,3928.0000,False,
6042214,27.0462338,0.0001226,0.0009,-1.0000,0.02,6089.0000,False,
12356914,27.3074554,0.0001226,0.3589,0.0543,0.03,5368.0000,False,
9632895,27.3220462,0.0001226,0.0821,0.0024,0.06,5425.0000,True,
5306720,27.3645235,0.0001540,0.0016,-1.0000,0.03,5941.0000,False,
6146838,27.4672014,0.0001226,0.0661,-1.0000,0.03,5338.0000,False,
9941387,27.6596084,0.0001259,0.2984,-1.0000,0.03,5150.0000,False,
4376644,27.6777043,0.0001259,0.0099,-1.0000,0.01,5805.0000,True,
8572936,27.7958079,0.0001259,0.3978,0.3878,0.04,5706.0000,True,
7668648,27.8185899,0.0001259,0.2580,0.0697,0.08,5875.0000,True,
6775985,27.9550000,0.0050535,0.0060,-1.0000,0.03,6540.0000,False,
8973000,28.0278725,0.0001259,0.2212,0.1904,0.14,5294.0000,False,
6504534,28.1625998,0.0001330,0.0349,0.0009,0.02,4788.0000,True,
7837526,28.2972104,0.0001293,0.0219,-1.0000,0.03,6065.0000,False,
11359305,28.4871148,0.0001293,0.0353,0.0126,0.02,6101.0000,False,
9847239,28.5078911,0.0001293,0.0230,-1.0000,0.02,5883.0000,False,
2998124,28.5978844,0.0001293,0.0894,0.0027,0.08,6374.0000,False,
9426071,28.7142040,0.0001330,0.0379,-1.0000,0.05,6425.0000,False,
8143170,28.7859430,0.0001293,0.0509,0.0246,0.15,4957.0000,True,
7136958,29.0158532,0.0001696,0.1319,0.0643,0.08,5553.0000,False,
10223616,29.1245827,0.0001330,0.0141,0.0080,0.03,4375.0000,True,
10030778,29.4731603,0.0001696,0.0112,0.0090,0.07,5607.0000,False,
6431670,29.9114850,0.0002985,0.3370,0.2971,0.05,5103.0000,True,
10320341,30.1146913,0.0001407,0.0824,-1.0000,0.04,6061.0000,False,
6778289,30.1301500,0.0001407,0.2630,0.1619,0.11,6320.0000,False,
3098194,30.4765309,0.0001451,0.2401,0.2486,0.10,5328.0000,False,
3340313,30.5537000,0.0004153,0.0500,-1.0000,0.05,6208.0000,False,
9957659,30.6945523,0.0004153,0.0179,-1.0000,0.04,5932.0000,False,
9957668,30.6953345,0.0001451,0.0833,-1.0000,0.04,6072.0000,True,
7023960,30.8825370,0.0001451,0.0263,-1.0000,0.05,5768.0000,True,
4847843,30.9597261,0.0001451,0.0005,-1.0000,0.06,5394.0000,False,
4847832,30.9602366,0.0001451,0.3563,0.3200,0.08,5648.0000,False,
6042663,30.9717687,0.0001451,0.2170,0.0735,0.07,5354.0000,False,
4540632,31.0053991,0.0001494,0.5102,0.1497,0.01,4818.0000,False,
3938073,31.0243119,0.0001451,0.0921,0.0269,0.06,5744.0000,True,
9772531,31.2016886,0.0001494,0.0357,-1.0000,0.01,3871.0000,False,
8480642,31.5912217,0.0001494,0.0013,-1.0000,0.01,5006.0000,False,
12105785,31.9530294,0.0001494,0.0173,0.0020,0.06,5349.0000,True,
8560861,31.9732325,0.0001540,0.0712,0.0330,0.12,7647.0000,True,
8560840,31.9738413,0.0001540,0.0009,-1.0000,0.18,4773.0000,False,
9418994,32.0038006,0.0001540,0.0161,0.0021,0.03,5053.0000,False,
8183389,32.4403405,0.0001591,0.2682,0.0229,0.02,4939.0000,False,
5255552,32.4486352,0.0001642,0.0677,0.0121,0.17,4775.0000,False,
10019763,32.5046964,0.0001952,0.0065,-1.0000,0.01,5874.0000,False,
10857589,32.5325264,0.0001591,0.0882,0.0664,0.12,5589.0000,False,
10352603,32.7789875,0.0001591,0.4107,0.3702,0.07,5884.0000,False,
11923819,33.1595125,0.0001591,0.2109,0.1078,0.07,7724.0000,True,
5629353,33.3250000,0.0027943,0.0067,-1.0000,0.06,6016.0000,False,
8773948,33.4695244,0.0001642,0.1662,0.1038,0.11,5684.0000,False,
3955867,33.6599615,0.0001642,0.0421,0.0161,0.40,4706.0000,False,
3323289,33.6932012,0.0001642,0.4521,0.2938,0.05,5229.0000,False,
5897826,33.8042028,0.0001642,0.0119,-1.0000,0.13,5661.0000,True,
11442465,33.9338311,0.0001642,0.0080,-1.0000,0.12,4896.0000,False,
7121885,33.9375425,0.0002106,0.1995,0.0312,0.05,5970.0000,False,
9346253,34.0645780,0.0001696,0.0304,-1.0000,0.09,5916.0000,False,
5297298,34.1936060,0.0001642,0.0138,-1.0000,0.04,5958.0000,True,
11601584,34.2066941,0.0001696,0.0003,-1.0000,0.04,5167.0000,True,
6960487,34.5259877,0.0002188,0.0635,-1.0000,0.02,5858.0000,False,
4042026,34.8200461,0.0001756,0.0188,0.0019,0.09,5017.0000,True,
9024857,35.0265936,0.0001756,0.1111,-1.0000,0.01,5109.0000,False,
7219906,35.0898100,0.0001756,0.0042,0.0009,0.02,5380.0000,False,
6611330,35.1466903,0.0002188,0.0050,-1.0000,0.02,5230.0000,False,
8223328,35.5162792,0.0001756,0.0100,0.0003,0.01,5497.0000,False,
5812701,35.7100000,0.0001756,0.0105,0.0071,0.08,6419.0000,True,
7047299,35.8822441,0.0001816,0.0955,-1.0000,0.01,5608.0000,False,
6936977,36.4731222,0.0001816,0.1516,-1.0000,0.01,5269.0000,False,
3757778,36.5143967,0.0002376,0.1173,0.0051,0.04,5570.0000,False,
6877673,36.7588872,0.0001884,0.2656,0.2000,0.11,5819.0000,False,
5866099,36.9767060,0.0001884,0.0009,-1.0000,0.06,5366.0000,False,
8314801,37.1832779,0.0001884,0.2302,0.2261,0.09,5449.0000,False,
9529856,37.4822247,0.0001884,0.0276,0.0071,0.02,6176.0000,False,
10799735,37.5903000,0.0001952,0.0222,-1.0000,0.02,5883.0000,True,
8738115,37.5942656,0.0002024,0.0289,0.0119,0.06,5671.0000,False,
8605074,37.6016224,0.0002024,0.0637,0.0028,0.06,5876.0000,False,
5003117,37.6090983,0.0001952,0.0271,0.0007,0.05,5387.0000,True,
6606934,37.8069389,0.0001952,0.0993,-1.0000,0.01,6122.0000,False,
12306808,37.8784839,0.0001952,0.1947,0.1611,0.08,5738.0000,False,
11906217,37.9102159,0.0001952,0.0949,0.0167,0.01,4517.0000,False,
4932348,38.0367727,0.0001952,0.0829,0.0018,0.02,5386.0000,False,
7677005,38.0581390,0.0001952,0.2862,0.1707,0.05,6683.0000,True,
8009500,38.4766387,0.0002024,0.1736,0.0085,0.02,5142.0000,False,
11449844,38.4787644,0.0002024,0.0248,-1.0000,0.03,5304.0000,True,
5653126,38.4968823,0.0001952,0.0836,0.0113,0.09,5766.0000,True,
9907505,39.2068076,0.0002106,0.1712,0.0133,0.03,5666.0000,False,
10909274,39.2381401,0.0002024,0.4072,0.3209,0.03,6358.0000,True,
2693092,39.8415237,0.0002106,0.1369,0.0046,0.05,5819.0000,True,
9963009,40.0696571,0.0002106,0.0415,0.0101,0.06,5653.0000,False,
5308778,40.5654998,0.0002376,0.0021,0.0017,0.39,4812.0000,False,
12644769,41.0775867,0.0002188,0.1352,0.0170,0.03,4051.0000,True,
