##
## Kepler Eclipsing Binary Catalog
## Revision Date (Y/M/D): July 18, 2019, 11:54 p.m.
## Download Date (Y/M/D): 2019/07/22
##
## Query String: {&quot;sort&quot;:&quot;p&quot;,&quot;etvlong&quot;:true,&quot;campaign&quot;:[&quot;5&quot;,&quot;4&quot;,&quot;1&quot;,&quot;0&quot;,&quot;3&quot;,&quot;2&quot;,&quot;-2&quot;],&quot;morph&quot;:{&quot;max&quot;:0.8,&quot;min&quot;:0.0},&quot;kics&quot;:[],&quot;cols&quot;:[&quot;sdepth&quot;,&quot;scdata&quot;,&quot;morph&quot;,&quot;pdepth&quot;,&quot;kic&quot;,&quot;lcdata&quot;,&quot;keff&quot;,&quot;p&quot;,&quot;figs&quot;,&quot;perr&quot;],&quot;etvshort&quot;:true,&quot;p&quot;:{&quot;max&quot;:50.0,&quot;min&quot;:0.0},&quot;incat1&quot;:true,&quot;keff&quot;:{&quot;min&quot;:0.0},&quot;kois&quot;:[]}
##
#KIC,period,period_err,pdepth,sdepth,morph,Teff,SC,
6363494,1.8156334,0.0000514,0.0702,0.0619,0.48,9727.0000,False,
9895709,1.8189296,0.0000025,0.0003,-1.0000,0.36,5908.0000,False,
2309587,1.8385106,0.0000025,0.1153,-1.0000,0.43,5560.0000,False,
10342041,1.8674929,0.0000026,0.0040,0.0041,0.60,5084.0000,False,
10341913,1.8674985,0.0000026,0.0003,-1.0000,0.60,5949.0000,False,
10514770,1.8724203,0.0000026,0.0030,-1.0000,0.26,5137.0000,False,
6128141,1.8726245,0.0000026,0.0015,0.0010,0.30,5775.0000,False,
3338660,1.8733805,0.0000057,0.5067,0.0996,0.60,5722.0000,False,
9637299,1.8824412,0.0000026,0.3261,0.0753,0.44,6061.0000,True,
9593528,1.8866281,0.0001368,0.0049,-1.0000,0.73,6059.0000,False,
2708156,1.8912721,0.0000026,0.6212,0.0625,0.57,11061.0000,True,
4832197,1.8954655,0.0000026,0.0118,0.0102,0.31,6039.0000,False,
11819135,1.9016380,0.0001368,0.1192,0.0560,0.57,6705.0000,False,
12470954,1.9022098,0.0000027,0.0024,-1.0000,0.39,5267.0000,False,
7269493,1.9078056,0.0000026,0.0001,-1.0000,0.34,5331.0000,False,
8330575,1.9141584,0.0000027,0.0551,0.0557,0.51,6071.0000,False,
4840263,1.9156478,0.0000027,0.1349,0.0683,0.48,5725.0000,False,
10735988,1.9271744,0.0000027,0.1365,-1.0000,0.37,5016.0000,False,
7967100,1.9272951,0.0000027,0.0110,-1.0000,0.49,5806.0000,False,
11967004,1.9416358,0.0000027,0.0711,0.0084,0.34,6279.0000,False,
7842610,1.9438654,0.0000028,0.0128,0.0114,0.38,5375.0000,False,
12353720,1.9533100,0.0000027,0.0014,0.0007,0.29,6152.0000,False,
3735597,1.9663556,0.0000028,0.1877,0.1194,0.67,6556.0000,False,
8019043,1.9855864,0.0000028,0.0706,0.0048,0.34,6396.0000,True,
6863161,1.9866388,0.0000580,0.0792,0.0347,0.55,9011.0000,False,
6863229,1.9949205,0.0000028,0.1902,0.1240,0.61,6465.0000,False,
7552344,2.0014812,0.0000029,0.0018,-1.0000,0.27,5274.0000,False,
4670267,2.0060984,0.0000029,0.2472,0.2093,0.60,5518.0000,False,
9207508,2.0151524,0.0000029,0.5447,0.0970,0.57,6718.0000,False,
10068030,2.0231187,0.0000029,0.0009,-1.0000,0.25,5379.0000,False,
5306862,2.0256383,0.0000029,0.0458,-1.0000,0.54,6088.0000,True,
7830321,2.0273963,0.0000029,0.0034,0.0031,0.43,5347.0000,False,
8380743,2.0377195,0.0001079,0.3150,0.2919,0.57,5967.0000,False,
10619109,2.0451826,0.0000029,0.2688,0.0434,0.55,7028.0000,True,
7970629,2.0510691,0.0000030,0.1105,0.1058,0.47,6040.0000,False,
10857519,2.0533343,0.0000029,0.0001,-1.0000,0.45,6145.0000,True,
7732791,2.0641347,0.0000058,0.1227,0.1158,0.34,4197.0000,True,
9479460,2.0738834,0.0001106,0.5967,0.1549,0.53,7568.0000,False,
6470516,2.0804309,0.0000066,0.5561,0.0494,0.56,8162.0000,False,
4357272,2.0859499,0.0000030,0.0287,-1.0000,0.64,5117.0000,False,
4743508,2.0860790,0.0000035,0.0307,-1.0000,0.31,5869.0000,False,
6606282,2.1070998,0.0000031,0.0007,0.0024,0.40,5594.0000,False,
5020034,2.1191112,0.0000068,0.1053,0.0306,0.57,6139.0000,False,
5036538,2.1220164,0.0000031,0.3999,0.3391,0.36,4199.0000,False,
5872506,2.1260885,0.0000562,0.0387,0.0088,0.78,7571.0000,False,
9827149,2.1319392,0.0000045,0.0003,-1.0000,0.32,5599.0000,False,
6209347,2.1365771,0.0000037,0.0748,-1.0000,0.30,5283.0000,False,
7532973,2.1446323,0.0000031,0.0231,-1.0000,0.54,5988.0000,False,
5802486,2.1478398,0.0000033,0.0029,0.0021,0.36,5646.0000,False,
7025540,2.1482069,0.0000040,0.4088,0.3246,0.39,4516.0000,False,
5039441,2.1513832,0.0000032,0.2704,0.0218,0.39,5943.0000,True,
9540450,2.1547127,0.0000032,0.3393,0.1678,0.44,5556.0000,False,
6421483,2.1584021,0.0000033,0.1244,-1.0000,0.58,5016.0000,False,
11401845,2.1613990,0.0001642,0.4104,0.2203,0.56,7590.0000,False,
10816107,2.1615802,0.0000032,0.0534,-1.0000,0.46,5646.0000,False,
9851944,2.1639018,0.0000032,0.2075,0.1899,0.62,6204.0000,True,
9851943,2.1639192,0.0000032,0.0003,-1.0000,0.61,4793.0000,False,
3832716,2.1701093,0.0000032,0.0071,-1.0000,0.36,5926.0000,True,
6852488,2.1720406,0.0000032,0.1772,0.0310,0.56,7262.0000,True,
9108058,2.1749282,0.0001193,0.6184,0.0712,0.56,6563.0000,False,
9641255,2.1781483,0.0000041,0.0003,-1.0000,0.49,5136.0000,False,
9640985,2.1781536,0.0000032,0.0005,-1.0000,0.43,6628.0000,False,
9641031,2.1781543,0.0000032,0.3761,0.1691,0.44,5867.0000,True,
9641018,2.1781552,0.0000032,0.0004,-1.0000,0.43,5708.0000,False,
7368103,2.1825147,0.0000033,0.1225,0.0241,0.54,7838.0000,False,
8244173,2.1841323,0.0000041,0.3886,0.3816,0.38,4390.0000,False,
4544587,2.1890973,0.0000032,0.4479,0.3240,0.49,8255.0000,True,
11175495,2.1909580,0.0000032,-0.0311,-1.0000,0.66,8070.0000,True,
11546211,2.1944213,0.0000033,0.0375,0.0447,0.27,3682.0000,False,
9119652,2.2162380,0.0001952,0.4177,0.2977,0.43,5097.0000,False,
2308957,2.2196838,0.0000033,0.3317,0.2995,0.59,5697.0000,False,
8111381,2.2337949,0.0000034,0.0031,-1.0000,0.36,5520.0000,False,
6758917,2.2361019,0.0000035,0.0243,-1.0000,0.21,5457.0000,False,
8495415,2.2372185,0.0000043,0.0005,-1.0000,0.27,4897.0000,False,
9098590,2.2435710,0.0000034,0.0735,0.0075,0.47,5846.0000,False,
7203179,2.2457388,0.0000034,0.4752,0.1951,0.56,6242.0000,False,
4665989,2.2480673,0.0000034,0.2881,0.1923,0.52,6852.0000,False,
9895004,2.2508273,0.0000034,0.0005,-1.0000,0.18,5534.0000,True,
1575690,2.2524281,0.0000043,0.0310,-1.0000,0.31,4140.0000,False,
11250867,2.2528222,0.0000034,0.2571,0.0332,0.38,5875.0000,False,
7137798,2.2535374,0.0000034,0.1956,0.0435,0.51,6597.0000,False,
10547209,2.2540395,0.0000034,0.0667,0.0231,0.64,6630.0000,False,
6629588,2.2644714,0.0000034,0.2010,0.0343,0.55,6520.0000,True,
9143254,2.2750493,0.0000035,0.0180,0.0168,0.38,5653.0000,True,
4242692,2.2770704,0.0000034,0.0001,-1.0000,0.44,6219.0000,False,
2161623,2.2834698,0.0000618,0.8256,0.1349,0.54,6507.0000,False,
6466939,2.2858938,0.0000035,0.3973,0.3341,0.41,4920.0000,False,
10090246,2.2861056,0.0000035,0.1276,0.0544,0.63,5442.0000,False,
5823121,2.2980007,0.0000035,0.0192,0.0070,0.79,5283.0000,True,
11457191,2.2983953,0.0000035,0.0483,0.0446,0.52,5598.0000,False,
8240109,2.3011884,0.0000035,0.1129,0.0360,0.56,7740.0000,False,
10989032,2.3050976,0.0000035,0.0095,0.0043,0.53,8620.0000,False,
10727668,2.3059000,0.0000319,0.0271,0.0098,0.47,9471.0000,False,
6060580,2.3133689,0.0000035,0.0125,0.0049,0.31,5308.0000,False,
7212722,2.3161718,0.0000035,0.2459,0.0876,0.43,5683.0000,False,
5903301,2.3203301,0.0000041,0.0064,0.0065,0.40,5948.0000,False,
5017058,2.3238948,0.0000035,0.1373,0.1268,0.48,5948.0000,False,
9613070,2.3318534,0.0001816,0.1037,0.0078,0.34,6146.0000,False,
9911112,2.3336500,0.0000325,0.0169,0.0161,0.37,8750.0000,False,
8906039,2.3474789,0.0000036,0.0801,0.0445,0.71,5620.0000,False,
5015913,2.3599371,0.0000036,0.0013,0.0008,0.28,5487.0000,True,
4757331,2.3620885,0.0000037,0.0592,0.0408,0.33,5092.0000,False,
11285136,2.3681778,0.0000038,0.0092,-1.0000,0.30,5672.0000,False,
11099351,2.3779549,0.0000036,0.0045,-1.0000,0.29,9353.0000,True,
8365739,2.3892922,0.0000037,0.0163,-1.0000,0.49,5402.0000,False,
4367544,2.3912219,0.0001816,0.0123,0.0059,0.52,5372.0000,False,
5649956,2.4157400,0.0000039,0.0559,0.0440,0.43,5390.0000,False,
10857342,2.4159252,0.0000275,0.5400,0.0665,0.57,8540.0000,False,
5802285,2.4170498,0.0000038,0.0099,0.0055,0.26,4791.0000,False,
10191056,2.4274949,0.0000038,0.1820,0.1831,0.53,6588.0000,True,
12506351,2.4555173,0.0000038,0.0533,0.0366,0.37,5949.0000,False,
4851217,2.4702800,0.0000038,0.1980,0.1815,0.58,6694.0000,True,
4826439,2.4742946,0.0000039,0.4206,0.4157,0.54,5909.0000,False,
9705459,2.4865871,0.0000039,0.0414,-1.0000,0.33,5658.0000,True,
11200773,2.4895516,0.0000039,0.0214,0.0022,0.31,5780.0000,False,
9140402,2.4941656,0.0000039,0.0005,-1.0000,0.28,5450.0000,False,
9593759,2.4943179,0.0000131,0.2050,-1.0000,0.28,4594.0000,False,
11517719,2.4957793,0.0000040,0.0231,-1.0000,0.45,5766.0000,True,
8878681,2.4963331,0.0000039,0.0230,0.0036,0.34,6504.0000,True,
5287983,2.5071049,0.0000041,0.0016,-1.0000,0.22,5680.0000,False,
7947631,2.5165557,0.0000040,0.0141,0.0119,0.26,4823.0000,False,
8453324,2.5245437,0.0000040,0.0074,0.0067,0.41,4733.0000,True,
7365447,2.5253879,0.0000723,0.1232,0.0362,0.38,6596.0000,False,
5215999,2.5311576,0.0000040,0.0998,0.0571,0.68,5081.0000,False,
5041569,2.5354364,0.0000051,0.0005,-1.0000,0.55,6026.0000,False,
9236858,2.5370818,0.0000040,0.2282,0.0611,0.45,6510.0000,False,
9656543,2.5445650,0.0000092,0.3885,0.3180,0.37,5297.0000,False,
9839081,2.5592407,0.0000041,0.0087,-1.0000,0.20,5700.0000,False,
8167938,2.5657024,0.0000044,0.0022,-1.0000,0.43,11167.0000,False,
8167938,2.5657176,0.0000044,0.0012,0.0005,0.18,11167.0000,False,
10937609,2.5704313,0.0000041,0.0838,0.0403,0.50,6016.0000,False,
12010534,2.5815948,0.0000041,0.1822,-1.0000,0.45,5490.0000,False,
8113154,2.5868779,0.0000041,0.0308,-1.0000,0.54,6589.0000,True,
8231877,2.6155284,0.0000042,0.0172,0.0103,0.26,4956.0000,False,
10686876,2.6184273,0.0000042,0.2038,0.0341,0.45,7944.0000,True,
8193315,2.6238741,0.0000042,0.2240,0.0514,0.43,6457.0000,False,
12164751,2.6300876,0.0000082,0.5314,0.1299,0.60,6037.0000,False,
9592575,2.6375751,0.0000061,0.1319,-1.0000,0.46,5436.0000,False,
6268722,2.6384330,0.0000044,0.0485,-1.0000,0.25,6234.0000,False,
2167890,2.6483007,0.0000057,0.0129,-1.0000,0.29,4837.0000,False,
4990977,2.6490250,0.0000045,0.0501,-1.0000,0.28,5597.0000,False,
3248019,2.6682217,0.0000050,0.0475,0.0462,0.37,6075.0000,False,
11125936,2.6722175,0.0000045,0.0023,0.0018,0.25,5848.0000,True,
6595662,2.6805144,0.0000044,0.1992,-1.0000,0.32,5759.0000,False,
10583180,2.6962813,0.0000044,0.0005,-1.0000,0.48,4825.0000,False,
10583225,2.6963067,0.0000044,0.0002,-1.0000,0.48,5229.0000,False,
10583181,2.6963227,0.0000044,0.2535,0.0997,0.47,6231.0000,True,
6606653,2.6980238,0.0000044,0.0218,0.0089,0.59,6352.0000,True,
7374746,2.7338924,0.0000057,0.1658,0.1260,0.37,5142.0000,False,
8801343,2.7398739,0.0000045,0.0250,0.0041,0.46,6291.0000,True,
8561192,2.7425932,0.0000845,0.6576,0.1192,0.56,6852.0000,False,
9655129,2.7439992,0.0000045,0.0395,-1.0000,0.51,5140.0000,True,
9850387,2.7485006,0.0000045,0.1749,0.0970,0.47,6808.0000,False,
12418662,2.7515740,0.0000045,0.0601,0.0081,0.42,5280.0000,False,
4078693,2.7565308,0.0000045,0.0030,0.0012,0.20,5288.0000,False,
11548140,2.7573005,0.0000046,0.0307,-1.0000,0.36,3639.0000,True,
8279765,2.7577936,0.0000046,0.0387,-1.0000,0.27,5464.0000,False,
10547685,2.7770216,0.0000046,0.0362,0.0346,0.33,6165.0000,True,
7831363,2.8172580,0.0002376,0.0035,0.0013,0.25,6072.0000,False,
8081482,2.8194565,0.0000047,0.0690,-1.0000,0.40,5522.0000,True,
2720354,2.8213281,0.0000047,0.0735,0.0095,0.47,6513.0000,False,
5565486,2.8250473,0.0000060,0.1741,0.1701,0.50,6471.0000,False,
2711114,2.8588804,0.0000048,0.0033,0.0022,0.29,6281.0000,False,
6862603,2.8611663,0.0000050,0.0011,-1.0000,0.18,5848.0000,False,
8176653,2.8666777,0.0000048,0.0007,-1.0000,0.13,5056.0000,False,
4035675,2.8736622,0.0000049,0.0384,0.0033,0.18,5480.0000,False,
10384962,2.8792429,0.0000049,0.0475,0.0021,0.24,5688.0000,False,
3440230,2.8811010,0.0000049,0.6512,0.0825,0.54,7869.0000,True,
8088354,2.8978298,0.0000049,0.1567,0.0206,0.29,6073.0000,False,
8177798,2.9004122,0.0000064,0.0345,0.0294,0.45,7337.0000,False,
4386047,2.9006900,0.0000181,0.1598,-1.0000,0.35,5713.0000,False,
3834364,2.9084549,0.0000049,0.0609,0.0077,0.23,5449.0000,False,
9767392,2.9145172,0.0002376,0.3630,0.3440,0.50,6402.0000,False,
8097825,2.9368523,0.0000049,0.1881,0.1250,0.51,5329.0000,False,
7684873,2.9473627,0.0000050,0.0004,-1.0000,0.20,7906.0000,True,
5041975,2.9599290,0.0000051,0.1143,0.0482,0.61,5149.0000,False,
8455359,2.9636783,0.0001816,0.0252,0.0091,0.79,6645.0000,False,
9674608,2.9720448,0.0000051,0.0052,-1.0000,0.13,4216.0000,False,
3438975,2.9760959,0.0000050,0.0001,-1.0000,0.46,5694.0000,True,
11228612,2.9804799,0.0000051,0.3486,0.0783,0.33,5829.0000,False,
5475712,2.9918851,0.0000051,0.1353,0.0685,0.53,6370.0000,False,
9886224,2.9926600,0.0000154,0.1182,-1.0000,0.23,4749.0000,False,
9178185,2.9927070,0.0000051,0.0004,-1.0000,0.18,5664.0000,False,
4848423,3.0036527,0.0000100,0.3676,0.3537,0.48,6239.0000,False,
3964545,3.0124754,0.0000059,0.1786,-1.0000,0.28,5750.0000,False,
6312521,3.0155492,0.0000113,0.0927,0.0406,0.32,5095.0000,False,
6614926,3.0267648,0.0000052,0.0727,-1.0000,0.41,6038.0000,False,
10014830,3.0305267,0.0000052,0.5875,0.2511,0.61,4324.0000,True,
9180282,3.0376007,0.0000052,0.0004,-1.0000,0.74,6204.0000,False,
9159301,3.0447704,0.0000052,0.4888,0.0612,0.55,7959.0000,False,
5024450,3.0518511,0.0000067,0.0223,0.0182,0.33,5945.0000,True,
5122112,3.0551700,0.0000053,0.0079,-1.0000,0.15,6018.0000,False,
11858979,3.0591690,0.0002710,0.0009,-1.0000,0.27,5990.0000,False,
10960995,3.1170871,0.0000069,0.0576,0.0377,0.30,4707.0000,False,
4908495,3.1203153,0.0000055,0.2509,0.1915,0.32,4731.0000,False,
10904857,3.1208306,0.0000055,0.0158,-1.0000,0.20,5883.0000,True,
11147276,3.1330583,0.0000055,0.1126,0.0680,0.31,5656.0000,False,
3459199,3.1410343,0.0000054,0.0022,0.0016,0.33,4907.0000,True,
8719897,3.1514245,0.0000055,0.1793,0.1601,0.50,4905.0000,True,
8940961,3.1666696,0.0000056,0.2290,0.0987,0.36,5590.0000,False,
5014753,3.1706264,0.0000056,0.0139,-1.0000,0.24,5754.0000,True,
8016211,3.1748862,0.0003133,0.0018,0.0014,0.53,4933.0000,False,
8016214,3.1749714,0.0000056,0.2678,0.2090,0.53,5657.0000,True,
5527172,3.1839666,0.0000067,0.0401,0.0012,0.34,5640.0000,False,
5113053,3.1850998,0.0000618,0.3894,0.2940,0.41,6288.0000,False,
2437060,3.1871104,0.0000228,0.1141,0.0182,0.47,4452.0000,False,
3449540,3.2120062,0.0000057,0.3777,0.3851,0.40,6216.0000,False,
10920086,3.2131930,0.0000056,0.0002,-1.0000,0.37,6478.0000,False,
8953257,3.2217848,0.0000057,0.0492,-1.0000,0.30,6001.0000,False,
10489521,3.2245044,0.0000170,0.3397,0.2091,0.38,6147.0000,False,
9834719,3.2433378,0.0000058,0.0063,0.0065,0.20,5854.0000,True,
11021252,3.2691918,0.0000058,0.0585,-1.0000,0.22,6165.0000,False,
10657664,3.2736988,0.0000058,0.0221,0.0081,0.36,10564.0000,True,
1873513,3.2903828,0.0000529,0.0142,-1.0000,0.16,3109.0000,False,
3547091,3.3055782,0.0000062,0.0132,-1.0000,0.22,5360.0000,True,
2438490,3.3157673,0.0000436,0.0844,-1.0000,0.34,5317.0000,False,
9664215,3.3194959,0.0000060,0.0370,-1.0000,0.27,5543.0000,False,
7605600,3.3261926,0.0000064,0.1753,0.0475,0.19,3671.0000,False,
9719636,3.3515700,0.0000442,0.0500,-1.0000,0.26,5724.0000,False,
9278021,3.3594715,0.0000060,0.0024,0.0016,0.19,6331.0000,True,
6153672,3.3644248,0.0000061,0.0041,-1.0000,0.11,5600.0000,False,
10728219,3.3718077,0.0000063,0.3555,-1.0000,0.26,5456.0000,False,
10091257,3.4038482,0.0000061,0.0491,0.0428,0.31,5630.0000,True,
6525196,3.4206042,0.0000062,0.1547,0.1418,0.36,5966.0000,True,
6620003,3.4285506,0.0000063,0.0277,0.0276,0.20,3955.0000,False,
4365461,3.4288300,0.0000063,0.1054,0.1052,0.43,6076.0000,False,
8879915,3.4426270,0.0000063,0.4751,0.2447,0.32,5698.0000,False,
12022517,3.4427135,0.0000065,0.0554,0.0199,0.28,5578.0000,False,
4740676,3.4542411,0.0000063,0.0938,0.0062,0.37,6336.0000,False,
5376836,3.4794252,0.0000064,0.0195,-1.0000,0.30,5672.0000,True,
8581658,3.4816575,0.0000063,0.3365,0.0905,0.36,5970.0000,False,
3352751,3.4954552,0.0000064,0.1376,0.0251,0.50,7909.0000,False,
6891512,3.5051258,0.0000064,0.3419,0.3466,0.45,5591.0000,True,
11922782,3.5129339,0.0000064,0.2307,0.1092,0.37,5581.0000,True,
11975363,3.5184191,0.0000065,0.3359,0.3079,0.39,5482.0000,False,
8243263,3.5185527,0.0000065,0.0348,0.0313,0.31,6415.0000,False,
8458207,3.5301622,0.0000065,0.0761,-1.0000,0.36,5937.0000,False,
12405950,3.5396300,0.0000075,0.0016,0.0008,0.28,6808.0000,False,
7593110,3.5493836,0.0000084,0.0460,-1.0000,0.17,5524.0000,False,
9602595,3.5565084,0.0000065,0.6740,0.0642,0.55,7897.0000,False,
7295570,3.6037700,0.0003133,0.0148,0.0022,0.22,5423.0000,False,
5369827,3.6069280,0.0000067,0.0003,-1.0000,0.20,5367.0000,False,
8153568,3.6071431,0.0002477,0.8249,0.1630,0.56,6803.0000,False,
5218441,3.6137546,0.0000068,0.0056,-1.0000,0.46,5720.0000,False,
8378656,3.6294401,0.0000068,0.1417,0.0362,0.43,6028.0000,False,
5023948,3.6492928,0.0000125,0.1703,0.1532,0.35,6174.0000,False,
8784288,3.6551180,0.0000069,0.4354,0.2963,0.34,5712.0000,False,
8939650,3.6553208,0.0000069,0.0468,0.0498,0.37,6142.0000,False,
6387450,3.6613261,0.0000069,0.0176,0.0024,0.20,5205.0000,False,
3656322,3.6636688,0.0000168,0.0533,-1.0000,0.59,5075.0000,False,
6182019,3.6649654,0.0000074,0.0957,-1.0000,0.29,5504.0000,False,
8196180,3.6716611,0.0000068,0.1279,0.0407,0.31,7114.0000,True,
10395543,3.6874702,0.0000070,0.0045,-1.0000,0.09,3946.0000,True,
3115480,3.6937025,0.0000070,0.0235,0.0124,0.28,5961.0000,False,
5022440,3.6939503,0.0000070,0.0258,0.0071,0.19,5719.0000,False,
9753154,3.7042675,0.0000069,0.0001,-1.0000,0.39,6514.0000,True,
10294608,3.7089843,0.0000069,0.4488,0.3507,0.37,5603.0000,False,
4276114,3.7224071,0.0000073,0.0523,0.0038,0.17,5524.0000,False,
6205460,3.7228320,0.0000070,0.6228,0.1337,0.58,5242.0000,True,
6200709,3.7235300,0.0000211,0.0297,-1.0000,0.28,5794.0000,False,
5294739,3.7359952,0.0000071,0.6388,0.1942,0.59,5068.0000,True,
11913071,3.7478351,0.0000070,0.1890,0.0467,0.37,8329.0000,True,
11913012,3.7478484,0.0000071,0.0004,-1.0000,0.35,5883.0000,False,
4758368,3.7499354,0.0000070,0.0362,0.0346,0.57,4594.0000,True,
6367628,3.7796922,0.0000071,0.3787,0.1477,0.59,5185.0000,False,
9005854,3.7804542,0.0000072,0.1526,-1.0000,0.27,5190.0000,False,
5802470,3.7918726,0.0000072,0.2115,0.0615,0.26,5418.0000,False,
9291368,3.7964709,0.0002586,0.5334,0.0898,0.53,7889.0000,False,
6628237,3.8401292,0.0000074,0.0577,-1.0000,0.18,5679.0000,False,
7212066,3.8404858,0.0000093,0.0357,0.0077,0.21,5504.0000,False,
4067110,3.8405992,0.0000073,0.0001,-1.0000,0.16,6499.0000,False,
9411943,3.8440226,0.0000074,0.0093,0.0040,0.22,5656.0000,False,
3544694,3.8457000,0.0000221,0.0970,0.0520,0.29,6172.0000,False,
3861595,3.8493669,0.0000073,0.0014,-1.0000,0.20,6054.0000,True,
6863840,3.8527339,0.0000074,0.3915,0.3411,0.31,5024.0000,False,
9166862,3.8555993,0.0000074,0.0166,-1.0000,0.27,5714.0000,False,
4815612,3.8568000,0.0001293,0.1836,0.1292,0.33,6387.0000,False,
10155080,3.8609029,0.0000074,0.0625,0.0388,0.29,5830.0000,True,
4174507,3.8918250,0.0000075,0.0111,0.0070,0.24,5723.0000,False,
5285607,3.8994011,0.0000074,0.0408,0.0403,0.36,6235.0000,True,
3231120,3.9000900,0.0000224,0.1159,-1.0000,0.25,5555.0000,False,
5370302,3.9043269,0.0000076,0.0165,-1.0000,0.30,5606.0000,True,
7940533,3.9055972,0.0000075,0.0701,-1.0000,0.44,5326.0000,True,
9392702,3.9093145,0.0000160,0.0952,0.0350,0.37,6170.0000,False,
3241344,3.9126783,0.0000076,0.2793,0.0156,0.24,5422.0000,False,
7377033,3.9136205,0.0000076,0.0252,0.0212,0.17,5081.0000,False,
11867071,3.9638500,0.0003896,0.0238,0.0035,0.21,6403.0000,False,
3973002,3.9841974,0.0000078,0.0696,0.0568,0.34,5740.0000,False,
10346522,3.9891420,0.0000078,0.6180,0.1778,0.59,5286.0000,False,
6545018,3.9914603,0.0000078,0.2768,0.2192,0.42,5594.0000,False,
8504570,4.0077046,0.0000078,0.1656,0.0519,0.35,6874.0000,True,
3427776,4.0166817,0.0000079,0.0340,0.0078,0.17,5292.0000,False,
8242681,4.0206290,0.0000079,0.0209,-1.0000,0.30,5961.0000,False,
8234477,4.0286719,0.0000079,0.1254,0.0634,0.50,6071.0000,False,
3097352,4.0298400,0.0000236,0.1186,-1.0000,0.30,5760.0000,False,
7695093,4.0327680,0.0000079,0.1127,-1.0000,0.27,5706.0000,False,
11403216,4.0532529,0.0000101,0.1033,0.0031,0.27,5757.0000,False,
9881258,4.0570249,0.0000079,0.1228,0.1178,0.37,5845.0000,False,
8621026,4.0594287,0.0000079,0.2510,0.0422,0.35,6375.0000,False,
8230809,4.0783467,0.0000081,0.0365,-1.0000,0.43,5618.0000,True,
2162994,4.1015955,0.0000081,0.3410,0.3005,0.42,5410.0000,False,
11147460,4.1077356,0.0000081,0.0047,0.0042,0.37,4855.0000,False,
10935310,4.1287955,0.0000081,0.1483,0.0085,0.15,5669.0000,False,
5610698,4.1325281,0.0000082,0.1751,0.0548,0.54,6247.0000,False,
10031409,4.1438796,0.0000082,0.1884,0.1790,0.35,5905.0000,False,
5080652,4.1443566,0.0000085,0.3149,0.1708,0.31,5344.0000,False,
11231334,4.1574813,0.0000082,0.0008,-1.0000,0.44,6278.0000,True,
3543270,4.1769294,0.0000083,0.0612,0.0217,0.33,5288.0000,False,
5858519,4.1825000,0.0001451,0.1828,-1.0000,0.39,5933.0000,False,
9446824,4.2023346,0.0000087,0.0488,-1.0000,0.28,5921.0000,True,
10924853,4.2048088,0.0000084,0.0020,0.0019,0.10,5745.0000,False,
8095099,4.2064786,0.0000084,0.2661,0.2490,0.45,5834.0000,False,
7919653,4.2104773,0.0000084,0.1035,0.0828,0.38,5679.0000,False,
10091110,4.2185174,0.0000107,0.0239,-1.0000,0.25,5943.0000,False,
6849046,4.2253850,0.0000085,0.0080,-1.0000,0.22,5491.0000,True,
7838639,4.2263951,0.0000085,0.0591,0.0540,0.27,5959.0000,False,
3327980,4.2310217,0.0000085,0.4254,0.3175,0.44,7321.0000,False,
6939670,4.2388552,0.0000085,0.0647,0.0254,0.33,5436.0000,False,
8893936,4.2444806,0.0000085,0.1997,0.1646,0.69,4697.0000,False,
4037428,4.2647283,0.0000085,0.0214,-1.0000,0.14,5780.0000,True,
9520700,4.2736689,0.0000086,0.3326,0.1670,0.31,5595.0000,False,
9940565,4.2786538,0.0000086,0.0078,0.0064,0.19,4593.0000,False,
1161345,4.2874555,0.0000086,0.0004,-1.0000,0.24,5836.0000,True,
5024292,4.3010324,0.0000940,0.1783,0.1402,0.37,6147.0000,False,
8098300,4.3059177,0.0000086,0.3396,0.2342,0.36,6275.0000,True,
9532421,4.3091260,0.0000283,0.0197,0.0045,0.14,4720.0000,False,
6629332,4.3105565,0.0000087,0.0190,0.0169,0.18,5452.0000,True,
3973504,4.3187277,0.0000091,0.0543,0.0141,0.18,5663.0000,False,
10534155,4.3270923,0.0000087,0.0001,-1.0000,0.18,5517.0000,False,
3127817,4.3271394,0.0000087,0.0579,0.0512,0.48,6504.0000,True,
4275739,4.3436563,0.0000111,0.0436,0.0385,0.27,5435.0000,False,
9002237,4.3500882,0.0000088,0.0217,-1.0000,0.15,5772.0000,False,
5181804,4.3505000,0.0000262,0.0409,-1.0000,0.16,6363.0000,False,
8957954,4.3598503,0.0000089,0.2296,0.2359,0.36,5845.0000,False,
10275074,4.3628836,0.0004415,0.0838,0.0820,0.33,6354.0000,False,
2441161,4.3839800,0.0000285,0.0870,0.0542,0.22,5112.0000,False,
5768927,4.3905116,0.0000091,0.0448,-1.0000,0.16,5799.0000,False,
7033748,4.3927102,0.0000089,0.2820,0.2361,0.49,6202.0000,False,
5608566,4.3969970,0.0000090,0.0039,-1.0000,0.12,5696.0000,True,
7767559,4.4093785,0.0000090,0.0089,-1.0000,0.29,5436.0000,True,
12268220,4.4215781,0.0000089,0.0810,0.0301,0.54,7826.0000,True,
6521542,4.4257541,0.0000091,0.3815,0.3374,0.31,5880.0000,False,
