logg,Teff,Z,xi,aLSM,bLSM
3.5,6500,-0.3,2.0,0.2046,0.3135
4.0,6500,-0.3,2.0,0.2099,0.3081
4.5,6500,-0.3,2.0,0.2105,0.3069
5.0,6500,-0.3,2.0,0.2117,0.3055
3.5,6750,-0.3,2.0,0.1859,0.3214
4.0,6750,-0.3,2.0,0.1921,0.3152
4.5,6750,-0.3,2.0,0.1948,0.3115
5.0,6750,-0.3,2.0,0.1977,0.3079
3.5,7000,-0.3,2.0,0.171,0.3273
4.0,7000,-0.3,2.0,0.176,0.3217
4.5,7000,-0.3,2.0,0.18,0.3167
5.0,7000,-0.3,2.0,0.1846,0.3115
3.5,7250,-0.3,2.0,0.2835,0.2289
4.0,7250,-0.3,2.0,0.1613,0.3268
4.5,7250,-0.3,2.0,0.1648,0.3222
5.0,7250,-0.3,2.0,0.1706,0.3164
3.5,7500,-0.3,2.0,0.2641,0.2399
4.0,7500,-0.3,2.0,0.1562,0.3263
4.5,7500,-0.3,2.0,0.1515,0.3266
5.0,7500,-0.3,2.0,0.1559,0.3215
3.5,7750,-0.3,2.0,0.2434,0.2499
4.0,7750,-0.3,2.0,0.2467,0.2448
4.5,7750,-0.3,2.0,0.1439,0.327
5.0,7750,-0.3,2.0,0.1444,0.3245
3.5,8000,-0.3,2.0,0.2192,0.2597
4.0,8000,-0.3,2.0,0.2272,0.2532
4.5,8000,-0.3,2.0,0.23,0.2497
5.0,8000,-0.3,2.0,0.1342,0.3263
3.5,8250,-0.3,2.0,0.2004,0.2635
4.0,8250,-0.3,2.0,0.2067,0.2582
4.5,8250,-0.3,2.0,0.2125,0.2555
5.0,8250,-0.3,2.0,0.2145,0.2526
3.5,8500,-0.3,2.0,0.1882,0.2623
4.0,8500,-0.3,2.0,0.1896,0.259
4.5,8500,-0.3,2.0,0.1953,0.2565
5.0,8500,-0.3,2.0,0.1998,0.2554
3.5,8750,-0.3,2.0,0.1784,0.2612
4.0,8750,-0.3,2.0,0.1786,0.2572
4.5,8750,-0.3,2.0,0.1793,0.2555
5.0,8750,-0.3,2.0,0.1852,0.2555
3.5,9000,-0.3,2.0,0.1714,0.2598
4.0,9000,-0.3,2.0,0.1706,0.2554
4.5,9000,-0.3,2.0,0.1695,0.2531
5.0,9000,-0.3,2.0,0.1698,0.2507
3.5,9250,-0.3,2.0,0.1657,0.2591
4.0,9250,-0.3,2.0,0.1643,0.2543
4.5,9250,-0.3,2.0,0.1629,0.2509
5.0,9250,-0.3,2.0,0.1614,0.2487
3.5,9500,-0.3,2.0,0.1608,0.2583
4.0,9500,-0.3,2.0,0.1597,0.2527
4.5,9500,-0.3,2.0,0.1574,0.2495
5.0,9500,-0.3,2.0,0.1548,0.247
3.5,9750,-0.3,2.0,0.1555,0.2584
4.0,9750,-0.3,2.0,0.1545,0.2522
4.5,9750,-0.3,2.0,0.1526,0.2483
5.0,9750,-0.3,2.0,0.1494,0.246
3.5,10000,-0.3,2.0,0.1511,0.2577
4.0,10000,-0.3,2.0,0.1504,0.2512
4.5,10000,-0.3,2.0,0.148,0.2477
5.0,10000,-0.3,2.0,0.1443,0.2458
3.5,3500,-0.2,2.0,0.4345,0.2492
4.0,3500,-0.2,2.0,0.3213,0.3401
4.5,3500,-0.2,2.0,0.2545,0.3895
5.0,3500,-0.2,2.0,0.2179,0.4141
3.5,3750,-0.2,2.0,0.5455,0.1405
4.0,3750,-0.2,2.0,0.3689,0.2914
4.5,3750,-0.2,2.0,0.2424,0.3887
5.0,3750,-0.2,2.0,0.1778,0.4307
3.5,4000,-0.2,2.0,0.5835,0.1098
4.0,4000,-0.2,2.0,0.4986,0.1752
4.5,4000,-0.2,2.0,0.3321,0.3086
5.0,4000,-0.2,2.0,0.2059,0.3986
3.5,4250,-0.2,2.0,0.5386,0.1378
4.0,4250,-0.2,2.0,0.5366,0.138
4.5,4250,-0.2,2.0,0.4736,0.1874
5.0,4250,-0.2,2.0,0.3327,0.2949
3.5,4500,-0.2,2.0,0.4998,0.1577
4.0,4500,-0.2,2.0,0.5016,0.1549
4.5,4500,-0.2,2.0,0.5002,0.1556
5.0,4500,-0.2,2.0,0.4561,0.1917
3.5,4750,-0.2,2.0,0.4561,0.1857
4.0,4750,-0.2,2.0,0.4607,0.1803
4.5,4750,-0.2,2.0,0.4626,0.178
5.0,4750,-0.2,2.0,0.4607,0.1801
3.5,5000,-0.2,2.0,0.4099,0.215
4.0,5000,-0.2,2.0,0.4154,0.2098
4.5,5000,-0.2,2.0,0.42,0.2058
5.0,5000,-0.2,2.0,0.4216,0.2048
3.5,5250,-0.2,2.0,0.3628,0.2433
4.0,5250,-0.2,2.0,0.3697,0.2376
4.5,5250,-0.2,2.0,0.375,0.2338
5.0,5250,-0.2,2.0,0.3767,0.2337
3.5,5500,-0.2,2.0,0.3183,0.2683
4.0,5500,-0.2,2.0,0.3267,0.2617
4.5,5500,-0.2,2.0,0.3325,0.2578
5.0,5500,-0.2,2.0,0.3326,0.2596
3.5,5750,-0.2,2.0,0.28,0.2872
4.0,5750,-0.2,2.0,0.2891,0.2807
4.5,5750,-0.2,2.0,0.2943,0.2772
5.0,5750,-0.2,2.0,0.2963,0.2772
3.5,6000,-0.2,2.0,0.2491,0.3
4.0,6000,-0.2,2.0,0.257,0.2942
4.5,6000,-0.2,2.0,0.2607,0.2919
5.0,6000,-0.2,2.0,0.2621,0.2923
3.5,6250,-0.2,2.0,0.226,0.3075
4.0,6250,-0.2,2.0,0.2327,0.3023
4.5,6250,-0.2,2.0,0.2355,0.3002
5.0,6250,-0.2,2.0,0.2368,0.3
3.5,6500,-0.2,2.0,0.2064,0.3144
4.0,6500,-0.2,2.0,0.2126,0.3087
4.5,6500,-0.2,2.0,0.215,0.3063
5.0,6500,-0.2,2.0,0.217,0.3047
3.5,6750,-0.2,2.0,0.1872,0.3222
4.0,6750,-0.2,2.0,0.194,0.3159
4.5,6750,-0.2,2.0,0.1976,0.3116
5.0,6750,-0.2,2.0,0.2017,0.3075
3.5,7000,-0.2,2.0,0.1729,0.3277
4.0,7000,-0.2,2.0,0.178,0.322
4.5,7000,-0.2,2.0,0.1824,0.3169
5.0,7000,-0.2,2.0,0.188,0.3114
3.5,7250,-0.2,2.0,0.285,0.2301
4.0,7250,-0.2,2.0,0.1637,0.3268
4.5,7250,-0.2,2.0,0.1673,0.3221
5.0,7250,-0.2,2.0,0.1742,0.3159
3.5,7500,-0.2,2.0,0.2645,0.2423
4.0,7500,-0.2,2.0,0.267,0.237
4.5,7500,-0.2,2.0,0.1546,0.3263
5.0,7500,-0.2,2.0,0.1599,0.3207
3.5,7750,-0.2,2.0,0.2435,0.2527
4.0,7750,-0.2,2.0,0.2476,0.2473
4.5,7750,-0.2,2.0,0.149,0.3256
5.0,7750,-0.2,2.0,0.149,0.3234
3.5,8000,-0.2,2.0,0.2208,0.2611
4.0,8000,-0.2,2.0,0.2284,0.2555
4.5,8000,-0.2,2.0,0.2319,0.2519
5.0,8000,-0.2,2.0,0.1407,0.324
3.5,8250,-0.2,2.0,0.2017,0.265
4.0,8250,-0.2,2.0,0.2084,0.26
4.5,8250,-0.2,2.0,0.215,0.2574
5.0,8250,-0.2,2.0,0.2164,0.2559
3.5,8500,-0.2,2.0,0.1892,0.2636
4.0,8500,-0.2,2.0,0.1916,0.2604
4.5,8500,-0.2,2.0,0.1981,0.2581
5.0,8500,-0.2,2.0,0.2028,0.2581
3.5,8750,-0.2,2.0,0.1791,0.2621
4.0,8750,-0.2,2.0,0.1805,0.2582
4.5,8750,-0.2,2.0,0.1823,0.2568
5.0,8750,-0.2,2.0,0.1881,0.2581
3.5,9000,-0.2,2.0,0.1721,0.2605
4.0,9000,-0.2,2.0,0.1718,0.2565
4.5,9000,-0.2,2.0,0.1733,0.2531
5.0,9000,-0.2,2.0,0.1761,0.2503
3.5,9250,-0.2,2.0,0.1664,0.2595
4.0,9250,-0.2,2.0,0.1661,0.2544
4.5,9250,-0.2,2.0,0.166,0.2511
5.0,9250,-0.2,2.0,0.1665,0.2488
3.5,9500,-0.2,2.0,0.1618,0.2586
4.0,9500,-0.2,2.0,0.1608,0.2533
4.5,9500,-0.2,2.0,0.1595,0.2502
5.0,9500,-0.2,2.0,0.1591,0.2475
3.5,9750,-0.2,2.0,0.157,0.2582
4.0,9750,-0.2,2.0,0.1563,0.2521
4.5,9750,-0.2,2.0,0.1547,0.2489
5.0,9750,-0.2,2.0,0.1534,0.2465
3.5,10000,-0.2,2.0,0.1526,0.2578
4.0,10000,-0.2,2.0,0.1521,0.2512
4.5,10000,-0.2,2.0,0.15,0.2482
5.0,10000,-0.2,2.0,0.1488,0.2454
3.5,3500,-0.1,2.0,0.4798,0.204
4.0,3500,-0.1,2.0,0.3578,0.3071
4.5,3500,-0.1,2.0,0.2823,0.3665
5.0,3500,-0.1,2.0,0.2402,0.3981
3.5,3750,-0.1,2.0,0.5858,0.104
4.0,3750,-0.1,2.0,0.4191,0.2482
4.5,3750,-0.1,2.0,0.2773,0.3611
5.0,3750,-0.1,2.0,0.2013,0.4148
3.5,4000,-0.1,2.0,0.5934,0.1017
4.0,4000,-0.1,2.0,0.5298,0.1517
4.5,4000,-0.1,2.0,0.3692,0.2816
5.0,4000,-0.1,2.0,0.232,0.3828
3.5,4250,-0.1,2.0,0.5427,0.1374
4.0,4250,-0.1,2.0,0.5428,0.1352
4.5,4250,-0.1,2.0,0.4915,0.1759
5.0,4250,-0.1,2.0,0.3562,0.2811
3.5,4500,-0.1,2.0,0.5036,0.1576
4.0,4500,-0.1,2.0,0.5056,0.1543
4.5,4500,-0.1,2.0,0.5052,0.154
5.0,4500,-0.1,2.0,0.4685,0.1847
3.5,4750,-0.1,2.0,0.4603,0.1854
4.0,4750,-0.1,2.0,0.4647,0.18
4.5,4750,-0.1,2.0,0.4677,0.1764
5.0,4750,-0.1,2.0,0.4669,0.1771
3.5,5000,-0.1,2.0,0.4133,0.2154
4.0,5000,-0.1,2.0,0.4198,0.2092
4.5,5000,-0.1,2.0,0.4238,0.2058
5.0,5000,-0.1,2.0,0.4261,0.2039
3.5,5250,-0.1,2.0,0.367,0.2426
4.0,5250,-0.1,2.0,0.3744,0.2367
4.5,5250,-0.1,2.0,0.3788,0.2338
5.0,5250,-0.1,2.0,0.3815,0.2327
3.5,5500,-0.1,2.0,0.3233,0.2667
4.0,5500,-0.1,2.0,0.3316,0.2604
4.5,5500,-0.1,2.0,0.3369,0.257
5.0,5500,-0.1,2.0,0.3389,0.2571
3.5,5750,-0.1,2.0,0.2836,0.2869
4.0,5750,-0.1,2.0,0.2921,0.2808
4.5,5750,-0.1,2.0,0.2991,0.2757
5.0,5750,-0.1,2.0,0.3005,0.2765
3.5,6000,-0.1,2.0,0.2503,0.301
4.0,6000,-0.1,2.0,0.2586,0.2952
4.5,6000,-0.1,2.0,0.2653,0.2909
5.0,6000,-0.1,2.0,0.2667,0.2916
3.5,6250,-0.1,2.0,0.225,0.3097
4.0,6250,-0.1,2.0,0.2325,0.3043
4.5,6250,-0.1,2.0,0.2383,0.3004
5.0,6250,-0.1,2.0,0.2395,0.3006
3.5,6500,-0.1,2.0,0.2046,0.3167
4.0,6500,-0.1,2.0,0.2124,0.3105
4.5,6500,-0.1,2.0,0.217,0.3068
5.0,6500,-0.1,2.0,0.2186,0.3057
3.5,6750,-0.1,2.0,0.1866,0.3237
4.0,6750,-0.1,2.0,0.1944,0.3168
4.5,6750,-0.1,2.0,0.1992,0.3121
5.0,6750,-0.1,2.0,0.2023,0.309
3.5,7000,-0.1,2.0,0.1711,0.3292
4.0,7000,-0.1,2.0,0.1776,0.3232
4.5,7000,-0.1,2.0,0.1827,0.3177
5.0,7000,-0.1,2.0,0.1882,0.3127
3.5,7250,-0.1,2.0,0.1583,0.3246
4.0,7250,-0.1,2.0,0.163,0.328
4.5,7250,-0.1,2.0,0.1671,0.3229
5.0,7250,-0.1,2.0,0.1737,0.317
3.5,7500,-0.1,2.0,0.1834,0.3036
4.0,7500,-0.1,2.0,0.1497,0.3311
4.5,7500,-0.1,2.0,0.1534,0.3275
5.0,7500,-0.1,2.0,0.159,0.322
3.5,7750,-0.1,2.0,0.2061,0.2841
4.0,7750,-0.1,2.0,0.1582,0.3154
4.5,7750,-0.1,2.0,0.1375,0.331
5.0,7750,-0.1,2.0,0.1475,0.3249
3.5,8000,-0.1,2.0,0.2134,0.2694
4.0,8000,-0.1,2.0,0.1828,0.293
4.5,8000,-0.1,2.0,0.1399,0.3238
5.0,8000,-0.1,2.0,0.1366,0.3264
3.5,8250,-0.1,2.0,0.1997,0.2681
4.0,8250,-0.1,2.0,0.1972,0.2717
4.5,8250,-0.1,2.0,0.1601,0.3031
5.0,8250,-0.1,2.0,0.128,0.3245
3.5,8500,-0.1,2.0,0.1871,0.2665
4.0,8500,-0.1,2.0,0.1891,0.2638
4.5,8500,-0.1,2.0,0.1804,0.275
5.0,8500,-0.1,2.0,0.1406,0.3098
3.5,8750,-0.1,2.0,0.1782,0.2633
4.0,8750,-0.1,2.0,0.1787,0.2603
4.5,8750,-0.1,2.0,0.1794,0.2602
5.0,8750,-0.1,2.0,0.1613,0.282
3.5,9000,-0.1,2.0,0.1711,0.2615
4.0,9000,-0.1,2.0,0.1706,0.2578
4.5,9000,-0.1,2.0,0.1714,0.2552
5.0,9000,-0.1,2.0,0.1735,0.2532
3.5,9250,-0.1,2.0,0.1657,0.2605
4.0,9250,-0.1,2.0,0.1645,0.256
4.5,9250,-0.1,2.0,0.1638,0.2532
5.0,9250,-0.1,2.0,0.1646,0.2507
3.5,9500,-0.1,2.0,0.1615,0.2592
4.0,9500,-0.1,2.0,0.1602,0.254
4.5,9500,-0.1,2.0,0.158,0.2514
5.0,9500,-0.1,2.0,0.1574,0.249
3.5,9750,-0.1,2.0,0.157,0.2587
4.0,9750,-0.1,2.0,0.1559,0.2528
4.5,9750,-0.1,2.0,0.1541,0.2494
5.0,9750,-0.1,2.0,0.1521,0.2474
3.5,10000,-0.1,2.0,0.1528,0.2584
4.0,10000,-0.1,2.0,0.1522,0.2516
4.5,10000,-0.1,2.0,0.1503,0.248
5.0,10000,-0.1,2.0,0.1477,0.2462
3.5,3500,0.0,2.0,0.5206,0.1676
4.0,3500,0.0,2.0,0.3934,0.277
4.5,3500,0.0,2.0,0.3109,0.3446
5.0,3500,0.0,2.0,0.2594,0.3847
3.5,3750,0.0,2.0,0.6163,0.0772
4.0,3750,0.0,2.0,0.4708,0.2046
4.5,3750,0.0,2.0,0.3165,0.3315
5.0,3750,0.0,2.0,0.2263,0.3985
3.5,4000,0.0,2.0,0.6037,0.0945
4.0,4000,0.0,2.0,0.5586,0.1295
4.5,4000,0.0,2.0,0.409,0.2526
5.0,4000,0.0,2.0,0.2604,0.3657
3.5,4250,0.0,2.0,0.549,0.1357
4.0,4250,0.0,2.0,0.5508,0.1321
4.5,4250,0.0,2.0,0.5096,0.1654
5.0,4250,0.0,2.0,0.3807,0.2678
3.5,4500,0.0,2.0,0.51,0.1558
4.0,4500,0.0,2.0,0.5126,0.1521
4.5,4500,0.0,2.0,0.5126,0.1514
5.0,4500,0.0,2.0,0.4801,0.1795
3.5,4750,0.0,2.0,0.4684,0.1817
4.0,4750,0.0,2.0,0.4722,0.1771
4.5,4750,0.0,2.0,0.4757,0.1731
5.0,4750,0.0,2.0,0.476,0.1728
3.5,5000,0.0,2.0,0.4219,0.2119
4.0,5000,0.0,2.0,0.4282,0.206
4.5,5000,0.0,2.0,0.4338,0.2008
5.0,5000,0.0,2.0,0.4357,0.1993
3.5,5250,0.0,2.0,0.3747,0.2406
4.0,5250,0.0,2.0,0.3842,0.2327
4.5,5250,0.0,2.0,0.3891,0.2293
5.0,5250,0.0,2.0,0.3924,0.2275
3.5,5500,0.0,2.0,0.3312,0.2652
4.0,5500,0.0,2.0,0.3413,0.2569
4.5,5500,0.0,2.0,0.3464,0.2538
5.0,5500,0.0,2.0,0.349,0.2535
3.5,5750,0.0,2.0,0.2895,0.2877
4.0,5750,0.0,2.0,0.2986,0.2806
4.5,5750,0.0,2.0,0.3075,0.2743
5.0,5750,0.0,2.0,0.3095,0.2746
3.5,6000,0.0,2.0,0.2526,0.3049
4.0,6000,0.0,2.0,0.263,0.2978
4.5,6000,0.0,2.0,0.2708,0.2925
5.0,6000,0.0,2.0,0.2726,0.2929
3.5,6250,0.0,2.0,0.2242,0.3158
4.0,6250,0.0,2.0,0.2346,0.3086
4.5,6250,0.0,2.0,0.2411,0.3045
5.0,6250,0.0,2.0,0.2434,0.3039
3.5,6500,0.0,2.0,0.2028,0.3226
4.0,6500,0.0,2.0,0.2121,0.3149
4.5,6500,0.0,2.0,0.2179,0.3109
5.0,6500,0.0,2.0,0.22,0.3097
3.5,6750,0.0,2.0,0.1843,0.328
4.0,6750,0.0,2.0,0.193,0.3213
4.5,6750,0.0,2.0,0.1982,0.3168
5.0,6750,0.0,2.0,0.2017,0.3142
3.5,7000,0.0,2.0,0.1689,0.333
4.0,7000,0.0,2.0,0.1757,0.3271
4.5,7000,0.0,2.0,0.1812,0.322
5.0,7000,0.0,2.0,0.1865,0.3177
3.5,7250,0.0,2.0,0.161,0.3285
4.0,7250,0.0,2.0,0.1582,0.3326
4.5,7250,0.0,2.0,0.1649,0.3274
5.0,7250,0.0,2.0,0.1721,0.3216
3.5,7500,0.0,2.0,0.1851,0.3033
4.0,7500,0.0,2.0,0.1442,0.3341
4.5,7500,0.0,2.0,0.1515,0.3313
5.0,7500,0.0,2.0,0.1568,0.3265
3.5,7750,0.0,2.0,0.2062,0.2855
4.0,7750,0.0,2.0,0.158,0.3173
4.5,7750,0.0,2.0,0.1413,0.3326
5.0,7750,0.0,2.0,0.1447,0.3294
3.5,8000,0.0,2.0,0.2127,0.2713
4.0,8000,0.0,2.0,0.183,0.2945
4.5,8000,0.0,2.0,0.1391,0.327
5.0,8000,0.0,2.0,0.133,0.3313
3.5,8250,0.0,2.0,0.1975,0.2715
4.0,8250,0.0,2.0,0.1966,0.2737
4.5,8250,0.0,2.0,0.1605,0.3043
5.0,8250,0.0,2.0,0.1236,0.3292
3.5,8500,0.0,2.0,0.1854,0.2691
4.0,8500,0.0,2.0,0.187,0.2672
4.5,8500,0.0,2.0,0.1789,0.2779
5.0,8500,0.0,2.0,0.1409,0.3116
3.5,8750,0.0,2.0,0.1771,0.2648
4.0,8750,0.0,2.0,0.1769,0.263
4.5,8750,0.0,2.0,0.1776,0.2632
5.0,8750,0.0,2.0,0.1605,0.2842
3.5,9000,0.0,2.0,0.1708,0.262
4.0,9000,0.0,2.0,0.1696,0.2591
4.5,9000,0.0,2.0,0.1698,0.2574
5.0,9000,0.0,2.0,0.1707,0.257
3.5,9250,0.0,2.0,0.166,0.2603
4.0,9250,0.0,2.0,0.164,0.2564
4.5,9250,0.0,2.0,0.1628,0.2543
5.0,9250,0.0,2.0,0.1625,0.2533
3.5,9500,0.0,2.0,0.1613,0.2598
4.0,9500,0.0,2.0,0.1596,0.2546
4.5,9500,0.0,2.0,0.1572,0.2522
5.0,9500,0.0,2.0,0.1563,0.2501
3.5,9750,0.0,2.0,0.1568,0.2596
4.0,9750,0.0,2.0,0.1554,0.2537
4.5,9750,0.0,2.0,0.1527,0.2507
5.0,9750,0.0,2.0,0.1507,0.2487
3.5,10000,0.0,2.0,0.1533,0.2588
4.0,10000,0.0,2.0,0.1518,0.2525
4.5,10000,0.0,2.0,0.1493,0.2491
5.0,10000,0.0,2.0,0.1468,0.2469
3.5,3500,0.1,2.0,0.5413,0.148
4.0,3500,0.1,2.0,0.426,0.2495
4.5,3500,0.1,2.0,0.337,0.3238
5.0,3500,0.1,2.0,0.28,0.3683
3.5,3750,0.1,2.0,0.6293,0.0638
4.0,3750,0.1,2.0,0.5151,0.1641
4.5,3750,0.1,2.0,0.3594,0.2959
5.0,3750,0.1,2.0,0.2575,0.3748
3.5,4000,0.1,2.0,0.6074,0.0903
4.0,4000,0.1,2.0,0.5788,0.1105
4.5,4000,0.1,2.0,0.4511,0.2175
5.0,4000,0.1,2.0,0.2975,0.3382
3.5,4250,0.1,2.0,0.5499,0.1367
4.0,4250,0.1,2.0,0.5529,0.1311
4.5,4250,0.1,2.0,0.5247,0.1532
5.0,4250,0.1,2.0,0.409,0.2471
3.5,4500,0.1,2.0,0.5098,0.158
4.0,4500,0.1,2.0,0.5126,0.1538
4.5,4500,0.1,2.0,0.5135,0.1518
5.0,4500,0.1,2.0,0.4892,0.1728
3.5,4750,0.1,2.0,0.4689,0.1831
4.0,4750,0.1,2.0,0.4737,0.1771
4.5,4750,0.1,2.0,0.4767,0.1732
5.0,4750,0.1,2.0,0.4774,0.1723
3.5,5000,0.1,2.0,0.4248,0.2113
4.0,5000,0.1,2.0,0.4301,0.2059
4.5,5000,0.1,2.0,0.4351,0.2009
5.0,5000,0.1,2.0,0.4381,0.198
3.5,5250,0.1,2.0,0.3781,0.2398
4.0,5250,0.1,2.0,0.386,0.2329
4.5,5250,0.1,2.0,0.3924,0.2277
5.0,5250,0.1,2.0,0.3951,0.2263
3.5,5500,0.1,2.0,0.334,0.265
4.0,5500,0.1,2.0,0.3441,0.2565
4.5,5500,0.1,2.0,0.3495,0.2528
5.0,5500,0.1,2.0,0.3536,0.2509
3.5,5750,0.1,2.0,0.2941,0.286
4.0,5750,0.1,2.0,0.3042,0.278
4.5,5750,0.1,2.0,0.3104,0.2736
5.0,5750,0.1,2.0,0.3146,0.2717
3.5,6000,0.1,2.0,0.2577,0.3034
4.0,6000,0.1,2.0,0.2666,0.2968
4.5,6000,0.1,2.0,0.2756,0.2905
5.0,6000,0.1,2.0,0.2793,0.2888
3.5,6250,0.1,2.0,0.2276,0.3155
4.0,6250,0.1,2.0,0.2366,0.309
4.5,6250,0.1,2.0,0.2445,0.3039
5.0,6250,0.1,2.0,0.2477,0.3023
3.5,6500,0.1,2.0,0.2038,0.3238
4.0,6500,0.1,2.0,0.2125,0.3179
4.5,6500,0.1,2.0,0.2192,0.3127
5.0,6500,0.1,2.0,0.2225,0.3106
3.5,6750,0.1,2.0,0.1816,0.336
4.0,6750,0.1,2.0,0.1907,0.3294
4.5,6750,0.1,2.0,0.1977,0.3241
5.0,6750,0.1,2.0,0.2025,0.3206
3.5,7000,0.1,2.0,0.1652,0.34
4.0,7000,0.1,2.0,0.1718,0.3354
4.5,7000,0.1,2.0,0.1787,0.3295
5.0,7000,0.1,2.0,0.1841,0.3254
3.5,7250,0.1,2.0,0.1596,0.3297
4.0,7250,0.1,2.0,0.1596,0.3343
4.5,7250,0.1,2.0,0.1631,0.3302
5.0,7250,0.1,2.0,0.1699,0.3245
3.5,7500,0.1,2.0,0.1869,0.3029
4.0,7500,0.1,2.0,0.141,0.3364
4.5,7500,0.1,2.0,0.1495,0.3338
5.0,7500,0.1,2.0,0.1551,0.3285
3.5,7750,0.1,2.0,0.2047,0.2886
4.0,7750,0.1,2.0,0.1592,0.3205
4.5,7750,0.1,2.0,0.1333,0.3368
5.0,7750,0.1,2.0,0.1431,0.3313
3.5,8000,0.1,2.0,0.2103,0.2749
4.0,8000,0.1,2.0,0.1824,0.2971
4.5,8000,0.1,2.0,0.1417,0.3277
5.0,8000,0.1,2.0,0.1309,0.333
3.5,8250,0.1,2.0,0.1953,0.2751
4.0,8250,0.1,2.0,0.1953,0.2762
4.5,8250,0.1,2.0,0.1591,0.3066
5.0,8250,0.1,2.0,0.1262,0.3293
3.5,8500,0.1,2.0,0.183,0.2727
4.0,8500,0.1,2.0,0.184,0.2713
4.5,8500,0.1,2.0,0.1781,0.2796
5.0,8500,0.1,2.0,0.1407,0.3127
3.5,8750,0.1,2.0,0.1752,0.2674
4.0,8750,0.1,2.0,0.1743,0.2664
4.5,8750,0.1,2.0,0.1743,0.2671
5.0,8750,0.1,2.0,0.1601,0.2852
3.5,9000,0.1,2.0,0.1697,0.2635
4.0,9000,0.1,2.0,0.1675,0.2616
4.5,9000,0.1,2.0,0.1669,0.2607
5.0,9000,0.1,2.0,0.1684,0.2598
3.5,9250,0.1,2.0,0.1652,0.2614
4.0,9250,0.1,2.0,0.1626,0.258
4.5,9250,0.1,2.0,0.1608,0.2563
5.0,9250,0.1,2.0,0.1599,0.2559
3.5,9500,0.1,2.0,0.1616,0.26
4.0,9500,0.1,2.0,0.1586,0.2557
4.5,9500,0.1,2.0,0.1559,0.2533
5.0,9500,0.1,2.0,0.154,0.252
3.5,9750,0.1,2.0,0.1573,0.2599
4.0,9750,0.1,2.0,0.1553,0.254
4.5,9750,0.1,2.0,0.1519,0.2514
5.0,9750,0.1,2.0,0.1498,0.2492
3.5,10000,0.1,2.0,0.1528,0.2603
4.0,10000,0.1,2.0,0.1514,0.2535
4.5,10000,0.1,2.0,0.1486,0.2499
5.0,10000,0.1,2.0,0.1456,0.2478
3.5,3500,0.2,2.0,0.5642,0.1276
4.0,3500,0.2,2.0,0.4602,0.2204
4.5,3500,0.2,2.0,0.3569,0.3063
5.0,3500,0.2,2.0,0.2955,0.3557
3.5,3750,0.2,2.0,0.6372,0.056
4.0,3750,0.2,2.0,0.5543,0.1285
4.5,3750,0.2,2.0,0.4044,0.259
5.0,3750,0.2,2.0,0.286,0.3502
3.5,4000,0.2,2.0,0.6138,0.0848
4.0,4000,0.2,2.0,0.5956,0.0955
4.5,4000,0.2,2.0,0.4913,0.1839
5.0,4000,0.2,2.0,0.3351,0.3097
3.5,4250,0.2,2.0,0.5542,0.1358
4.0,4250,0.2,2.0,0.5585,0.1283
4.5,4250,0.2,2.0,0.5382,0.1434
5.0,4250,0.2,2.0,0.4362,0.2275
3.5,4500,0.2,2.0,0.5123,0.1592
4.0,4500,0.2,2.0,0.5159,0.154
4.5,4500,0.2,2.0,0.5175,0.1512
5.0,4500,0.2,2.0,0.4971,0.1694
3.5,4750,0.2,2.0,0.4729,0.1825
4.0,4750,0.2,2.0,0.4775,0.1765
4.5,4750,0.2,2.0,0.4809,0.1722
5.0,4750,0.2,2.0,0.4818,0.1709
3.5,5000,0.2,2.0,0.4281,0.2117
4.0,5000,0.2,2.0,0.4352,0.2043
4.5,5000,0.2,2.0,0.4404,0.1989
5.0,5000,0.2,2.0,0.4437,0.1956
3.5,5250,0.2,2.0,0.3838,0.2382
4.0,5250,0.2,2.0,0.3919,0.2311
4.5,5250,0.2,2.0,0.3985,0.2255
5.0,5250,0.2,2.0,0.4015,0.2237
3.5,5500,0.2,2.0,0.3398,0.2638
4.0,5500,0.2,2.0,0.3499,0.2552
4.5,5500,0.2,2.0,0.3559,0.2507
5.0,5500,0.2,2.0,0.3604,0.2484
3.5,5750,0.2,2.0,0.299,0.286
4.0,5750,0.2,2.0,0.3099,0.2771
4.5,5750,0.2,2.0,0.3166,0.272
5.0,5750,0.2,2.0,0.3209,0.27
3.5,6000,0.2,2.0,0.2614,0.3047
4.0,6000,0.2,2.0,0.2723,0.2963
4.5,6000,0.2,2.0,0.2798,0.2911
5.0,6000,0.2,2.0,0.2858,0.2874
3.5,6250,0.2,2.0,0.2293,0.3183
4.0,6250,0.2,2.0,0.2387,0.3118
4.5,6250,0.2,2.0,0.2482,0.3053
5.0,6250,0.2,2.0,0.2532,0.3021
3.5,6500,0.2,2.0,0.2039,0.3276
4.0,6500,0.2,2.0,0.2131,0.3212
4.5,6500,0.2,2.0,0.2213,0.3152
5.0,6500,0.2,2.0,0.2254,0.3127
3.5,6750,0.2,2.0,0.1821,0.3353
4.0,6750,0.2,2.0,0.1912,0.3285
4.5,6750,0.2,2.0,0.198,0.3234
5.0,6750,0.2,2.0,0.203,0.3196
3.5,7000,0.2,2.0,0.1655,0.3395
4.0,7000,0.2,2.0,0.1723,0.3345
4.5,7000,0.2,2.0,0.1791,0.3286
5.0,7000,0.2,2.0,0.1845,0.3244
